Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Matsumoto Yamaga,0.56,2.04,-1.48,0.43,1.22,-0.79,0.13,0.82,-0.69,0.56,2.04,-1.48,1,1,0,1.48,41.90,29.19,46.11,0.31,1.03,110,8,11,24,35.48,23.3,11.10,1,2,18,4,12,49.7,21.14,26.2,43.76,43.23,21.76,1,Iwaki 1-1 Matsumoto Yamaga,2026-05-17
Iwaki,2.04,0.56,1.48,1.22,0.43,0.79,0.82,0.13,0.69,2.04,0.56,1.48,1,1,0,-1.48,58.10,70.81,57.95,1.03,0.31,230,24,24,11,23.3,35.48,8.32,2,1,31,13,12,185.4,78.86,33.67,56.24,155.4,78.24,9,Iwaki 1-1 Matsumoto Yamaga,2026-05-17
Tochigi,1.84,0.31,1.53,1.71,0.29,1.42,0.12,0.03,0.09,1.84,0.31,1.53,0,1,-1,-2.53,35.00,44.07,48.43,0.64,0.35,124,10,15,8,23.44,22.86,15.19,2,2,22,7,11,80.4,51.8,103.27,96.15,135.47,81.51,5,Yokohama 1-0 Tochigi,2026-05-17
Yokohama,0.31,1.84,-1.53,0.29,1.71,-1.42,0.03,0.12,-0.09,0.31,1.84,-1.53,1,0,1,2.53,65.00,55.93,42.60,0.35,0.64,152,6,8,15,22.86,23.44,16.25,2,2,11,3,5,74.8,48.2,4.13,3.85,30.73,18.49,2,Yokohama 1-0 Tochigi,2026-05-17
Thespa Gunma,0.90,1.63,-0.73,0.78,1.42,-0.64,0.12,0.21,-0.09,0.90,1.63,-0.73,1,3,-2,-1.27,56.50,34.95,41.62,0.32,1.19,156,3,11,22,34.38,18.49,13.67,0,8,11,4,9,40.0,15.35,7.4,7.02,13.33,3.39,1,Blaublitz Akita 3-1 Thespa Gunma,2026-05-17
Blaublitz Akita,1.63,0.90,0.73,1.42,0.78,0.64,0.21,0.12,0.09,1.63,0.90,0.73,3,1,2,1.27,43.50,65.05,59.18,1.19,0.32,226,18,22,11,18.49,34.38,10.70,8,0,37,6,14,220.6,84.65,98.07,92.98,379.63,96.61,0,Blaublitz Akita 3-1 Thespa Gunma,2026-05-17
Gifu,0.83,0.28,0.55,0.80,0.28,0.52,0.03,0.00,0.03,0.83,0.28,0.55,2,2,0,-0.55,49.40,54.63,47.08,0.5,0.31,190,5,12,7,24.0,22.58,23.13,1,5,12,7,7,114.2,57.82,55.0,64.15,141.9,75.03,5,Ventforet Kofu 2-2 Gifu,2026-05-16
Ventforet Kofu,0.28,0.83,-0.55,0.28,0.80,-0.52,0.00,0.03,-0.03,0.28,0.83,-0.55,2,2,0,0.55,50.60,45.37,48.33,0.31,0.5,200,8,7,12,22.58,24.0,15.70,5,1,21,4,4,83.3,42.18,30.73,35.85,47.23,24.97,1,Ventforet Kofu 2-2 Gifu,2026-05-16
Fujieda MYFC,1.10,0.65,0.45,0.45,0.65,-0.20,0.64,0.00,0.64,1.10,0.65,0.45,3,0,3,2.55,52.30,46.74,43.25,0.78,0.52,155,10,14,9,17.95,17.31,14.32,0,3,14,5,15,87.7,57.81,48.0,39.02,98.9,72.14,2,Júbilo Iwata 0-3 Fujieda MYFC,2026-05-16
Júbilo Iwata,0.65,1.10,-0.45,0.65,0.45,0.20,0.00,0.64,-0.64,0.65,1.10,-0.45,0,3,-3,-2.55,47.70,53.26,47.92,0.52,0.78,179,8,9,14,17.31,17.95,14.35,3,0,15,1,9,64.0,42.19,75.0,60.98,38.2,27.86,4,Júbilo Iwata 0-3 Fujieda MYFC,2026-05-16
Renofa Yamaguchi,0.95,0.81,0.14,0.88,0.49,0.39,0.07,0.32,-0.25,0.95,0.81,0.14,1,1,0,-0.14,48.60,50.48,46.24,0.45,0.61,198,8,12,16,26.67,26.23,24.65,0,3,15,2,7,86.0,44.98,80.6,63.13,104.97,52.33,0,Sagan Tosu 1-1 Renofa Yamaguchi,2026-05-16
Sagan Tosu,0.81,0.95,-0.14,0.49,0.88,-0.39,0.32,0.07,0.25,0.81,0.95,-0.14,1,1,0,0.14,51.40,49.52,43.13,0.61,0.45,186,11,16,12,26.23,26.67,21.89,3,0,27,7,8,105.2,55.02,47.07,36.87,95.63,47.67,1,Sagan Tosu 1-1 Renofa Yamaguchi,2026-05-16
Nara Club,0.39,2.46,-2.07,0.35,2.42,-2.07,0.04,0.04,0.00,0.39,2.46,-2.07,1,2,-1,1.07,56.20,41.18,40.55,0.28,0.61,203,4,6,18,21.43,29.51,22.93,3,6,9,2,7,59.5,32.11,17.13,11.1,33.7,13.2,1,Albirex Niigata 2-1 Nara Club,2026-05-16
Albirex Niigata,2.46,0.39,2.07,2.42,0.35,2.07,0.04,0.04,0.00,2.46,0.39,2.07,2,1,1,-1.07,43.80,58.82,48.65,0.61,0.28,213,15,18,6,29.51,21.43,25.10,6,3,28,10,4,125.8,67.89,137.2,88.9,221.67,86.8,0,Albirex Niigata 2-1 Nara Club,2026-05-16
Consadole Sapporo,0.88,1.13,-0.25,0.68,0.88,-0.20,0.20,0.24,-0.04,0.88,1.13,-0.25,3,0,3,3.25,46.10,48.41,44.03,0.38,0.78,199,7,12,15,31.58,19.23,14.38,4,6,15,3,13,80.3,38.66,76.67,58.14,131.0,73.75,0,Fukushima United 0-3 Consadole Sapporo,2026-05-16
Fukushima United,1.13,0.88,0.25,0.88,0.68,0.20,0.24,0.20,0.04,1.13,0.88,0.25,0,3,-3,-3.25,53.90,51.59,46.04,0.78,0.38,268,16,15,12,19.23,31.58,14.34,6,4,13,4,10,127.4,61.34,55.2,41.86,46.63,26.25,0,Fukushima United 0-3 Consadole Sapporo,2026-05-16
Vanraure Hachinohe,1.57,0.80,0.77,1.44,0.74,0.70,0.13,0.06,0.07,1.57,0.80,0.77,1,1,0,-0.77,56.40,63.48,53.41,0.7,0.36,168,18,17,11,24.29,30.56,5.84,3,3,25,6,14,120.3,67.97,15.33,41.37,113.9,63.6,11,Sagamihara 1-1 Vanraure Hachinohe,2026-05-16
Sagamihara,0.80,1.57,-0.77,0.74,1.44,-0.70,0.06,0.13,-0.07,0.80,1.57,-0.77,1,1,0,0.77,43.60,36.52,49.16,0.36,0.7,106,10,11,17,30.56,24.29,7.52,3,3,20,3,13,56.7,32.03,21.73,58.63,65.2,36.4,2,Sagamihara 1-1 Vanraure Hachinohe,2026-05-16
Vegalta Sendai,0.93,0.20,0.73,0.93,0.20,0.73,0.00,0.00,0.00,0.93,0.20,0.73,2,0,2,1.27,56.50,48.43,40.36,0.14,0.26,153,5,13,6,92.86,23.08,7.15,7,5,12,3,12,74.4,56.41,35.4,36.47,65.73,47.97,1,Shonan Bellmare 0-2 Vegalta Sendai,2026-05-16
Shonan Bellmare,0.20,0.93,-0.73,0.20,0.93,-0.73,0.00,0.00,0.00,0.20,0.93,-0.73,0,2,-2,-1.27,43.50,51.57,44.22,0.26,0.14,141,5,6,13,23.08,92.86,11.85,5,7,9,2,16,57.5,43.59,61.67,63.53,71.3,52.03,0,Shonan Bellmare 0-2 Vegalta Sendai,2026-05-16
Montedio Yamagata,1.07,2.47,-1.40,1.04,1.86,-0.82,0.04,0.61,-0.57,1.07,2.47,-1.40,0,3,-3,-1.60,42.30,40.73,40.48,0.6,0.73,124,12,11,21,18.33,28.77,11.90,4,6,11,3,12,32.8,19.23,53.2,59.38,40.63,19.95,1,Tochigi City 3-0 Montedio Yamagata,2026-05-16
Tochigi City,2.47,1.07,1.40,1.86,1.04,0.82,0.61,0.04,0.57,2.47,1.07,1.40,3,0,3,1.60,57.70,59.27,47.92,0.73,0.6,217,12,21,11,28.77,18.33,9.03,6,4,24,6,13,137.8,80.77,36.4,40.62,163.07,80.05,1,Tochigi City 3-0 Montedio Yamagata,2026-05-16
Reilac Shiga,0.79,1.34,-0.55,0.59,1.30,-0.71,0.20,0.04,0.16,0.79,1.34,-0.55,2,3,-1,-0.45,41.50,43.63,47.07,0.25,0.78,143,9,15,12,60.0,15.38,20.11,2,6,15,6,6,86.5,51.09,72.13,80.27,108.47,68.07,5,Gainare Tottori 3-2 Reilac Shiga,2026-05-13
Gainare Tottori,1.34,0.79,0.55,1.30,0.59,0.71,0.04,0.20,-0.16,1.34,0.79,0.55,3,2,1,0.45,58.50,56.37,48.50,0.78,0.25,228,14,12,15,15.38,60.0,14.05,6,2,13,5,8,82.8,48.91,17.73,19.73,50.87,31.93,7,Gainare Tottori 3-2 Reilac Shiga,2026-05-13
Kataller Toyama,1.99,0.74,1.25,1.90,0.74,1.16,0.09,0.00,0.09,1.99,0.74,1.25,2,0,2,0.75,48.40,42.71,44.75,0.7,0.33,212,8,19,13,27.14,39.39,19.24,2,9,15,6,12,125.6,50.95,61.6,65.67,146.43,58.65,0,Ehime 0-2 Kataller Toyama,2026-05-10
Ehime,0.74,1.99,-1.25,0.74,1.90,-1.16,0.00,0.09,-0.09,0.74,1.99,-1.25,0,2,-2,-0.75,51.60,57.29,48.40,0.33,0.7,258,6,13,19,39.39,27.14,11.40,9,2,10,2,7,120.9,49.05,32.2,34.33,103.23,41.35,4,Ehime 0-2 Kataller Toyama,2026-05-10
Sagan Tosu,0.90,0.52,0.38,0.87,0.51,0.36,0.03,0.01,0.02,0.90,0.52,0.38,1,0,1,0.62,42.40,40.12,42.94,0.39,0.47,167,14,11,8,28.21,17.02,25.00,2,0,9,1,7,106.8,39.97,114.33,57.72,109.57,58.05,0,Oita Trinita 0-1 Sagan Tosu,2026-05-10
Oita Trinita,0.52,0.90,-0.38,0.51,0.87,-0.36,0.01,0.03,-0.02,0.52,0.90,-0.38,0,1,-1,-0.62,57.60,59.88,47.71,0.47,0.39,290,8,8,11,17.02,28.21,19.50,0,2,21,2,7,160.4,60.03,83.73,42.28,79.17,41.95,3,Oita Trinita 0-1 Sagan Tosu,2026-05-10
Ryūkyū,1.72,0.35,1.37,1.19,0.30,0.89,0.53,0.05,0.48,1.72,0.35,1.37,1,0,1,-0.37,49.00,42.62,42.79,0.36,0.54,126,8,10,10,27.78,18.52,11.67,2,4,8,1,13,62.1,39.5,32.73,45.71,53.63,44.43,0,Roasso Kumamoto 0-1 Ryūkyū,2026-05-10
Roasso Kumamoto,0.35,1.72,-1.37,0.30,1.19,-0.89,0.05,0.53,-0.48,0.35,1.72,-1.37,0,1,-1,0.37,51.00,57.38,48.02,0.54,0.36,180,13,10,10,18.52,27.78,10.65,4,2,12,5,11,95.1,60.5,38.87,54.29,67.07,55.57,4,Roasso Kumamoto 0-1 Ryūkyū,2026-05-10
Giravanz Kitakyushu,2.20,0.50,1.70,1.27,0.50,0.77,0.17,0.00,0.17,1.44,0.50,0.94,1,1,0,-1.70,74.60,75.94,53.18,0.59,0.4,335,16,20,7,33.9,17.5,7.50,2,3,24,6,11,267.0,93.85,5.67,4.46,167.6,80.53,1,Gainare Tottori 1-1 Giravanz Kitakyushu,2026-05-10
Gainare Tottori,0.50,2.20,-1.70,0.50,1.27,-0.77,0.00,0.17,-0.17,0.50,1.44,-0.94,1,1,0,1.70,25.40,24.06,41.35,0.4,0.59,76,7,7,20,17.5,33.9,24.22,3,2,6,1,9,17.5,6.15,121.6,95.54,40.53,19.47,2,Gainare Tottori 1-1 Giravanz Kitakyushu,2026-05-10
Kagoshima United,1.13,0.87,0.26,0.88,0.11,0.77,0.25,0.00,0.25,1.13,0.11,1.02,0,1,-1,-1.26,64.90,68.42,52.62,1.06,0.24,243,22,17,3,16.04,12.5,8.28,5,4,26,8,12,171.3,94.9,5.53,9.53,138.63,81.02,11,Reilac Shiga 1-0 Kagoshima United,2026-05-10
Reilac Shiga,0.87,1.13,-0.26,0.11,0.88,-0.77,0.00,0.25,-0.25,0.11,1.13,-1.02,1,0,1,1.26,35.10,31.58,42.22,0.24,1.06,78,2,3,17,12.5,16.04,15.05,4,5,3,0,8,9.2,5.1,52.47,90.47,32.47,18.98,2,Reilac Shiga 1-0 Kagoshima United,2026-05-10
Nara Club,1.38,1.19,0.19,1.38,1.02,0.36,0.00,0.17,-0.17,1.38,1.19,0.19,2,1,1,0.81,50.50,48.06,43.63,0.21,0.81,209,8,9,16,42.86,19.75,17.79,3,0,14,5,10,72.4,41.51,54.93,39.98,76.53,39.78,0,Tokushima Vortis 1-2 Nara Club,2026-05-10
Tokushima Vortis,1.19,1.38,-0.19,1.02,1.38,-0.36,0.17,0.00,0.17,1.19,1.38,-0.19,1,2,-1,-0.81,49.50,51.94,42.84,0.81,0.21,172,14,16,9,19.75,42.86,30.27,0,3,21,4,6,102.0,58.49,82.47,60.02,115.87,60.22,1,Tokushima Vortis 1-2 Nara Club,2026-05-10
Kochi United,2.24,0.51,1.73,1.74,0.35,1.39,0.51,0.16,0.35,2.24,0.51,1.73,3,0,3,1.27,50.80,46.15,45.77,0.68,0.35,173,14,14,8,20.59,22.86,10.41,4,1,12,5,8,93.9,56.23,37.4,39.73,97.17,67.78,0,Kamatamare Sanuki 0-3 Kochi United,2026-05-10
Kamatamare Sanuki,0.51,2.24,-1.73,0.35,1.74,-1.39,0.16,0.51,-0.35,0.51,2.24,-1.73,0,3,-3,-1.27,49.20,53.85,44.46,0.35,0.68,157,8,8,14,22.86,20.59,23.50,1,4,16,4,8,73.1,43.77,56.73,60.27,46.2,32.22,3,Kamatamare Sanuki 0-3 Kochi United,2026-05-10
Fujieda MYFC,0.47,0.93,-0.46,0.40,0.93,-0.53,0.07,0.00,0.07,0.47,0.93,-0.46,0,0,0,0.46,56.50,51.4,46.07,0.62,0.88,200,13,11,11,17.74,12.5,11.24,6,0,8,5,9,116.2,52.91,20.27,15.64,72.47,32.76,3,Matsumoto Yamaga 0-0 Fujieda MYFC,2026-05-10
Matsumoto Yamaga,0.93,0.47,0.46,0.93,0.40,0.53,0.00,0.07,-0.07,0.93,0.47,0.46,0,0,0,-0.46,43.50,48.6,50.33,0.88,0.62,179,15,11,11,12.5,17.74,20.72,0,6,15,3,10,103.4,47.09,109.33,84.36,148.73,67.24,2,Matsumoto Yamaga 0-0 Fujieda MYFC,2026-05-10
Júbilo Iwata,1.63,0.92,0.71,1.56,0.92,0.64,0.06,0.00,0.06,1.63,0.92,0.71,2,4,-2,-2.71,42.50,56.95,52.50,0.64,0.27,201,12,17,8,26.56,29.63,10.47,3,2,28,7,14,135.9,68.46,93.47,89.64,151.53,76.8,4,Fukushima United 4-2 Júbilo Iwata,2026-05-10
Fukushima United,0.92,1.63,-0.71,0.92,1.56,-0.64,0.00,0.06,-0.06,0.92,1.63,-0.71,4,2,2,2.71,57.50,43.05,42.37,0.27,0.64,165,5,8,17,29.63,26.56,9.69,2,3,6,1,13,62.6,31.54,10.8,10.36,45.77,23.2,0,Fukushima United 4-2 Júbilo Iwata,2026-05-10
Yokohama,1.01,0.54,0.47,0.95,0.54,0.41,0.05,0.00,0.05,1.01,0.54,0.47,1,0,1,0.53,44.70,46.73,50.64,0.36,0.36,182,12,15,9,41.67,25.0,9.88,2,2,23,2,10,95.7,53.17,60.73,79.56,123.7,77.18,3,Shonan Bellmare 0-1 Yokohama,2026-05-10
Shonan Bellmare,0.54,1.01,-0.47,0.54,0.95,-0.41,0.00,0.05,-0.05,0.54,1.01,-0.47,0,1,-1,-0.53,55.30,53.27,48.14,0.36,0.36,201,5,9,15,25.0,41.67,9.96,2,2,18,3,14,84.3,46.83,15.6,20.44,36.57,22.82,1,Shonan Bellmare 0-1 Yokohama,2026-05-10
Blaublitz Akita,0.36,0.78,-0.42,0.06,0.76,-0.70,0.29,0.02,0.27,0.36,0.78,-0.42,0,0,0,0.42,43.30,48.21,49.76,0.27,0.36,132,4,7,10,25.93,27.78,20.93,1,3,23,10,7,43.6,40.63,44.8,88.42,60.03,59.3,4,Tochigi 0-0 Blaublitz Akita,2026-05-10
Tochigi,0.78,0.36,0.42,0.76,0.06,0.70,0.02,0.29,-0.27,0.78,0.36,0.42,0,0,0,-0.42,56.70,51.79,45.26,0.36,0.27,151,11,10,7,27.78,25.93,12.38,3,1,14,4,8,63.7,59.37,5.87,11.58,41.2,40.7,8,Tochigi 0-0 Blaublitz Akita,2026-05-10
Sagamihara,2.09,1.48,0.61,1.33,1.43,-0.10,0.00,0.05,-0.05,1.33,1.48,-0.15,3,2,1,0.39,47.30,61.56,55.84,0.97,0.57,200,23,19,14,19.59,24.56,11.46,4,0,26,6,7,139.8,71.62,37.27,70.4,140.67,75.53,8,Montedio Yamagata 2-3 Sagamihara,2026-05-10
Montedio Yamagata,1.48,2.09,-0.61,1.43,1.33,0.10,0.05,0.00,0.05,1.48,1.33,0.15,2,3,-1,-0.39,52.70,38.44,42.22,0.57,0.97,114,7,14,19,24.56,19.59,14.13,0,4,11,2,11,55.4,28.38,15.67,29.6,45.57,24.47,2,Montedio Yamagata 2-3 Sagamihara,2026-05-10
Vegalta Sendai,0.65,1.22,-0.57,0.60,1.21,-0.61,0.06,0.02,0.04,0.65,1.22,-0.57,1,1,0,0.57,59.40,54.36,48.19,0.72,0.51,212,15,13,9,18.06,17.65,7.63,4,5,26,7,11,106.4,69.82,5.0,5.45,50.2,36.83,7,Vanraure Hachinohe 1-1 Vegalta Sendai,2026-05-10
Vanraure Hachinohe,1.22,0.65,0.57,1.21,0.60,0.61,0.02,0.06,-0.04,1.22,0.65,0.57,1,1,0,-0.57,40.60,45.64,50.20,0.51,0.72,148,10,9,13,17.65,18.06,11.55,5,4,17,4,10,46.0,30.18,86.8,94.55,86.1,63.17,5,Vanraure Hachinohe 1-1 Vegalta Sendai,2026-05-10
Albirex Niigata,1.80,1.29,0.51,0.68,1.16,-0.48,1.12,0.13,0.99,1.80,1.29,0.51,1,1,0,-0.51,51.60,47.97,45.58,0.33,0.52,197,13,15,13,45.45,25.0,15.45,3,2,13,5,9,82.6,45.69,35.07,31.9,55.33,31.61,1,Zweigen Kanazawa 1-1 Albirex Niigata,2026-05-10
Zweigen Kanazawa,1.29,1.80,-0.51,1.16,0.68,0.48,0.13,1.12,-0.99,1.29,1.80,-0.51,1,1,0,0.51,48.40,52.03,49.98,0.52,0.33,206,14,13,15,25.0,45.45,16.90,2,3,20,4,12,98.2,54.31,74.87,68.1,119.73,68.39,3,Zweigen Kanazawa 1-1 Albirex Niigata,2026-05-10
Gifu,2.45,1.10,1.35,1.53,1.08,0.45,0.92,0.01,0.91,2.45,1.10,1.35,3,2,1,-0.35,53.60,40.19,41.53,1.15,0.17,131,12,16,12,13.91,70.59,17.40,1,7,17,6,10,90.5,56.74,18.53,18.29,79.27,38.82,0,Nagano Parceiro 2-3 Gifu,2026-05-09
Nagano Parceiro,1.10,2.45,-1.35,1.08,1.53,-0.45,0.01,0.92,-0.91,1.10,2.45,-1.35,2,3,-1,0.35,46.40,59.81,48.66,0.17,1.15,182,11,12,16,70.59,13.91,15.95,7,1,19,5,7,69.0,43.26,82.8,81.71,124.93,61.18,7,Nagano Parceiro 2-3 Gifu,2026-05-09
Tegevajaro Miyazaki,0.85,0.78,0.07,0.56,0.65,-0.09,0.29,0.12,0.17,0.85,0.78,0.07,1,0,1,0.93,39.10,40.29,44.95,0.33,0.79,141,7,7,14,21.21,17.72,14.85,0,4,16,6,17,57.4,26.87,75.13,69.53,76.33,42.6,0,Renofa Yamaguchi 0-1 Tegevajaro Miyazaki,2026-05-09
Renofa Yamaguchi,0.78,0.85,-0.07,0.65,0.56,0.09,0.12,0.29,-0.17,0.78,0.85,-0.07,0,1,-1,-0.93,60.90,59.71,49.35,0.79,0.33,249,17,14,7,17.72,21.21,11.30,4,0,24,3,9,156.2,73.13,32.93,30.47,102.83,57.4,1,Renofa Yamaguchi 0-1 Tegevajaro Miyazaki,2026-05-09
Imabari,2.44,0.89,1.55,2.44,0.75,1.69,0.00,0.14,-0.14,2.44,0.89,1.55,2,1,1,-0.55,33.80,33.75,48.55,1.08,0.76,117,8,9,9,8.33,11.84,15.43,0,8,13,2,10,38.9,21.68,83.07,93.82,90.5,60.13,1,Osaka 1-2 Imabari,2026-05-09
Osaka,0.89,2.44,-1.55,0.75,2.44,-1.69,0.14,0.00,0.14,0.89,2.44,-1.55,1,2,-1,0.55,66.20,66.25,52.04,0.76,1.08,272,14,9,9,11.84,8.33,7.28,8,0,35,7,8,140.5,78.32,5.47,6.18,60.0,39.87,4,Osaka 1-2 Imabari,2026-05-09
Ventforet Kofu,1.00,1.28,-0.28,1.00,1.07,-0.07,0.00,0.21,-0.21,1.00,1.28,-0.28,1,0,1,1.28,40.70,42.98,48.59,0.5,0.33,162,8,6,13,12.0,39.39,10.54,10,1,7,3,6,54.3,29.88,37.47,69.39,73.87,47.26,1,Iwaki 0-1 Ventforet Kofu,2026-05-09
Iwaki,1.28,1.00,0.28,1.07,1.00,0.07,0.21,0.00,0.21,1.28,1.00,0.28,0,1,-1,-1.28,59.30,57.02,48.93,0.33,0.5,229,17,13,6,39.39,12.0,9.32,1,10,23,4,16,127.4,70.12,16.53,30.61,82.43,52.74,9,Iwaki 0-1 Ventforet Kofu,2026-05-09
Omiya Ardija,1.96,0.97,0.99,1.89,0.83,1.06,0.07,0.14,-0.07,1.96,0.97,0.99,3,4,-1,-1.99,54.40,54.65,41.23,0.65,0.32,139,13,17,15,26.15,46.88,9.72,3,2,15,4,10,100.1,55.8,22.47,26.77,73.17,40.32,6,Consadole Sapporo 4-3 Omiya Ardija,2026-05-09
Consadole Sapporo,0.97,1.96,-0.99,0.83,1.89,-1.06,0.14,0.07,0.07,0.97,1.96,-0.99,4,3,1,1.99,45.60,45.35,44.12,0.32,0.65,126,12,15,17,46.88,26.15,11.83,2,3,14,3,15,79.3,44.2,61.47,73.23,108.3,59.68,0,Consadole Sapporo 4-3 Omiya Ardija,2026-05-09
Tochigi City,2.03,0.20,1.83,1.98,0.20,1.78,0.04,0.00,0.04,2.03,0.20,1.83,0,0,0,-1.83,54.10,64.82,45.70,0.83,0.03,208,8,19,4,22.89,133.33,12.17,5,2,31,8,13,122.1,90.98,49.2,48.94,140.8,81.05,2,Thespa Gunma 0-0 Tochigi City,2026-05-09
Thespa Gunma,0.20,2.03,-1.83,0.20,1.98,-1.78,0.00,0.04,-0.04,0.20,2.03,-1.83,0,0,0,1.83,45.90,35.18,36.85,0.03,0.83,98,5,4,19,133.33,22.89,22.35,2,5,12,3,7,12.1,9.02,51.33,51.06,32.93,18.95,0,Thespa Gunma 0-0 Tochigi City,2026-05-09
Matsumoto Yamaga,1.60,0.86,0.74,1.02,0.57,0.45,0.58,0.29,0.29,1.60,0.86,0.74,3,0,3,2.26,36.00,53.44,58.19,0.7,0.45,158,17,19,6,27.14,13.33,14.73,3,0,22,9,11,96.5,68.2,89.6,99.7,192.33,94.5,0,Gifu 0-3 Matsumoto Yamaga,2026-05-06
Gifu,0.86,1.60,-0.74,0.57,1.02,-0.45,0.29,0.58,-0.29,0.86,1.60,-0.74,0,3,-3,-2.26,64.00,46.56,44.73,0.45,0.7,186,6,6,19,13.33,27.14,8.11,0,3,10,4,13,45.0,31.8,0.27,0.3,11.2,5.5,1,Gifu 0-3 Matsumoto Yamaga,2026-05-06
Sagamihara,1.11,1.25,-0.14,0.85,1.22,-0.37,0.27,0.02,0.25,1.11,1.25,-0.14,1,0,1,1.14,41.90,38.72,42.53,0.42,0.67,97,7,11,14,26.19,20.9,12.90,0,0,20,10,13,49.3,27.33,29.93,86.68,61.07,39.63,0,Blaublitz Akita 0-1 Sagamihara,2026-05-06
Blaublitz Akita,1.25,1.11,0.14,1.22,0.85,0.37,0.02,0.27,-0.25,1.25,1.11,0.14,0,1,-1,-1.14,58.10,61.28,51.68,0.67,0.42,197,16,14,11,20.9,26.19,10.74,0,0,18,6,11,131.1,72.67,4.6,13.32,93.03,60.37,6,Blaublitz Akita 0-1 Sagamihara,2026-05-06
Oita Trinita,0.24,0.62,-0.38,0.24,0.59,-0.35,0.00,0.03,-0.03,0.24,0.62,-0.38,1,0,1,1.38,52.50,48.36,45.07,0.22,0.26,146,5,4,11,18.18,42.31,13.88,0,1,19,3,9,48.8,45.1,21.0,32.75,38.63,39.7,0,Kagoshima United 0-1 Oita Trinita,2026-05-06
Kagoshima United,0.62,0.24,0.38,0.59,0.24,0.35,0.03,0.00,0.03,0.62,0.24,0.38,0,1,-1,-1.38,47.50,51.64,50.16,0.26,0.22,171,6,11,4,42.31,18.18,14.80,1,0,16,7,9,59.4,54.9,43.13,67.25,58.67,60.3,8,Kagoshima United 0-1 Oita Trinita,2026-05-06
Ryūkyū,0.80,1.23,-0.43,0.69,1.05,-0.36,0.12,0.18,-0.06,0.80,1.23,-0.43,0,1,-1,-0.57,42.00,37.41,38.86,0.62,1.04,103,9,11,15,17.74,14.42,13.15,3,4,11,3,10,43.7,23.42,74.53,70.44,63.83,29.81,4,Tegevajaro Miyazaki 1-0 Ryūkyū,2026-05-06
Tegevajaro Miyazaki,1.23,0.80,0.43,1.05,0.69,0.36,0.18,0.12,0.06,1.23,0.80,0.43,1,0,1,0.57,58.00,62.59,47.46,1.04,0.62,205,17,15,11,14.42,17.74,9.53,4,3,27,5,12,142.9,76.58,31.27,29.56,150.27,70.19,1,Tegevajaro Miyazaki 1-0 Ryūkyū,2026-05-06
Gainare Tottori,0.53,1.42,-0.89,0.47,1.37,-0.90,0.06,0.05,0.01,0.53,1.42,-0.89,0,4,-4,-3.11,50.30,53.85,45.62,0.28,0.94,220,7,9,11,32.14,11.7,15.92,5,3,13,6,7,119.9,55.2,69.53,51.63,95.29,30.63,4,Sagan Tosu 4-0 Gainare Tottori,2026-05-06
Sagan Tosu,1.42,0.53,0.89,1.37,0.47,0.90,0.05,0.06,-0.01,1.42,0.53,0.89,4,0,4,3.11,49.70,46.15,43.49,0.94,0.28,187,11,11,9,11.7,32.14,20.05,3,5,13,2,6,97.3,44.8,65.13,48.37,215.79,69.37,1,Sagan Tosu 4-0 Gainare Tottori,2026-05-06
Roasso Kumamoto,1.81,0.70,1.11,1.55,0.53,1.02,0.25,0.16,0.09,1.81,0.70,1.11,2,1,1,-0.11,46.80,41.37,46.80,0.9,0.59,189,10,17,15,18.89,25.42,10.97,5,1,14,5,17,65.7,31.32,69.6,51.76,57.87,39.8,1,Giravanz Kitakyushu 1-2 Roasso Kumamoto,2026-05-06
Giravanz Kitakyushu,0.70,1.81,-1.11,0.53,1.55,-1.02,0.16,0.25,-0.09,0.70,1.81,-1.11,1,2,-1,0.11,53.20,58.63,50.67,0.59,0.9,261,12,15,17,25.42,18.89,16.71,1,5,27,4,9,144.1,68.68,64.87,48.24,87.53,60.2,0,Giravanz Kitakyushu 1-2 Roasso Kumamoto,2026-05-06
Renofa Yamaguchi,2.86,0.52,2.34,2.76,0.24,2.52,0.10,0.28,-0.18,2.86,0.52,2.34,4,1,3,0.66,58.60,61.15,44.86,0.85,0.3,193,17,17,12,20.0,40.0,9.97,9,1,21,7,8,141.9,82.5,30.27,28.04,148.8,75.04,1,Reilac Shiga 1-4 Renofa Yamaguchi,2026-05-06
Reilac Shiga,0.52,2.86,-2.34,0.24,2.76,-2.52,0.28,0.10,0.18,0.52,2.86,-2.34,1,4,-3,-0.66,41.40,38.85,42.65,0.3,0.85,121,8,12,17,40.0,20.0,26.93,1,9,14,6,11,30.1,17.5,77.67,71.96,49.5,24.96,4,Reilac Shiga 1-4 Renofa Yamaguchi,2026-05-06
