Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Ulm,1.17,4.21,-3.04,0.34,3.25,-2.91,0.08,0.96,-0.88,0.41,4.21,-3.80,2,3,-1,2.04,30.90,21.47,38.13,0.16,2.63,83,2,7,40,43.75,15.21,24.39,1,4,15,2,6,8.3,2.39,129.2,91.07,32.0,11.19,0,Ulm 2-3 Rot-Weiss Essen,2026-05-16
Osnabrück,1.38,1.64,-0.26,1.28,1.62,-0.34,0.10,0.02,0.08,1.38,1.64,-0.26,4,3,1,1.26,40.50,39.39,46.04,0.98,1.38,174,20,10,16,10.2,11.59,9.34,16,6,11,3,16,58.6,28.6,124.0,94.08,155.87,86.05,3,Stuttgart II 3-4 Osnabrück,2026-05-16
Stuttgart II,1.64,1.38,0.26,1.62,1.28,0.34,0.02,0.10,-0.08,1.64,1.38,0.26,3,4,-1,-1.26,59.50,60.61,47.41,1.38,0.98,304,12,16,10,11.59,10.2,8.15,6,16,14,6,9,146.3,71.4,7.8,5.92,25.27,13.95,0,Stuttgart II 3-4 Osnabrück,2026-05-16
Waldhof Mannheim,1.06,2.42,-1.36,0.86,2.42,-1.56,0.20,0.00,0.20,1.06,2.42,-1.36,1,5,-4,-2.64,55.50,59.94,49.86,0.43,0.83,301,8,11,12,25.58,14.46,13.07,5,3,16,5,5,121.0,69.98,48.2,39.42,75.06,33.72,0,Ingolstadt 5-1 Waldhof Mannheim,2026-05-16
Ingolstadt,2.42,1.06,1.36,2.42,0.86,1.56,0.00,0.20,-0.20,2.42,1.06,1.36,5,1,4,2.64,44.50,40.06,41.68,0.83,0.43,152,15,12,11,14.46,25.58,16.41,3,5,17,7,11,51.9,30.02,74.07,60.58,147.54,66.28,1,Ingolstadt 5-1 Waldhof Mannheim,2026-05-16
Hansa Rostock,1.50,2.47,-0.97,1.50,2.31,-0.81,0.00,0.15,-0.15,1.50,2.47,-0.97,4,3,1,1.97,46.10,41.47,43.74,0.84,0.92,174,12,9,12,10.71,13.04,20.05,1,7,14,3,11,50.3,32.85,62.67,55.36,66.83,43.99,1,Saarbrücken 3-4 Hansa Rostock,2026-05-16
Saarbrücken,2.47,1.50,0.97,2.31,1.50,0.81,0.15,0.00,0.15,2.47,1.50,0.97,3,4,-1,-1.97,53.90,58.53,47.51,0.92,0.84,245,12,12,9,13.04,10.71,11.52,7,1,25,9,13,102.8,67.15,50.53,44.64,85.1,56.01,0,Saarbrücken 3-4 Hansa Rostock,2026-05-16
Saarbrücken,2.34,2.79,-0.45,2.20,2.32,-0.12,0.14,0.47,-0.33,2.34,2.79,-0.45,2,3,-1,-0.55,53.50,55.85,43.32,1.75,0.99,232,26,23,18,13.14,18.18,21.29,3,6,26,6,4,107.1,54.53,38.87,35.02,51.43,24.65,0,Hoffenheim II 3-2 Saarbrücken,2026-05-10
Hoffenheim II,2.79,2.34,0.45,2.32,2.20,0.12,0.47,0.14,0.33,2.79,2.34,0.45,3,2,1,0.55,46.50,44.15,42.22,0.99,1.75,185,15,18,23,18.18,13.14,21.70,6,3,8,4,11,89.3,45.47,72.13,64.98,157.17,75.35,3,Hoffenheim II 3-2 Saarbrücken,2026-05-10
Alemannia Aachen,3.81,0.47,3.34,3.67,0.41,3.26,0.14,0.06,0.08,3.81,0.47,3.34,3,0,3,-0.34,53.30,62.18,47.19,0.98,0.57,201,20,15,6,15.31,10.53,8.62,10,6,11,4,12,159.2,78.93,61.13,55.67,197.23,91.48,3,Viktoria Köln 0-3 Alemannia Aachen,2026-05-10
Viktoria Köln,0.47,3.81,-3.34,0.41,3.67,-3.26,0.06,0.14,-0.08,0.47,3.81,-3.34,0,3,-3,0.34,46.70,37.82,38.56,0.57,0.98,132,7,6,15,10.53,15.31,9.64,6,10,10,2,19,42.5,21.07,48.67,44.33,18.37,8.52,5,Viktoria Köln 0-3 Alemannia Aachen,2026-05-10
Schweinfurt,4.04,2.84,1.20,2.86,1.98,0.88,0.43,0.85,-0.42,3.28,2.84,0.44,2,3,-1,-2.20,53.60,57.65,49.78,1.86,1.06,225,25,26,14,13.98,13.21,9.42,8,0,23,8,9,184.4,74.72,46.27,52.3,170.47,84.07,4,Havelse 3-2 Schweinfurt,2026-05-10
Havelse,2.84,4.04,-1.20,1.98,2.86,-0.88,0.85,0.43,0.42,2.84,3.28,-0.44,3,2,1,2.20,46.40,42.35,47.53,1.06,1.86,185,16,14,26,13.21,13.98,17.00,0,8,13,6,10,62.4,25.28,42.2,47.7,32.3,15.93,0,Havelse 3-2 Schweinfurt,2026-05-10
Jahn Regensburg,2.23,1.22,1.01,1.69,1.22,0.47,0.54,0.00,0.54,2.23,1.22,1.01,0,1,-1,-2.01,53.70,56.64,47.45,0.98,0.96,241,23,22,10,22.45,10.42,13.19,7,3,29,9,10,109.1,59.98,40.13,44.04,109.4,61.44,2,Waldhof Mannheim 1-0 Jahn Regensburg,2026-05-09
