Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Waldhof Mannheim,1.22,2.23,-1.01,1.22,1.69,-0.47,0.00,0.54,-0.54,1.22,2.23,-1.01,1,0,1,2.01,46.30,43.36,46.62,0.96,0.98,186,12,10,22,10.42,22.45,17.32,3,7,12,5,9,72.8,40.02,51.0,55.96,68.67,38.56,0,Waldhof Mannheim 1-0 Jahn Regensburg,2026-05-09
Ingolstadt,2.72,1.92,0.80,2.60,1.75,0.85,0.12,0.17,-0.05,2.72,1.92,0.80,2,1,1,0.20,40.90,39.44,45.18,0.88,1.54,175,13,14,16,15.91,10.39,15.21,7,6,16,4,8,77.8,29.49,86.2,71.83,91.43,42.95,2,1860 München 1-2 Ingolstadt,2026-05-09
1860 München,1.92,2.72,-0.80,1.75,2.60,-0.85,0.17,0.12,0.05,1.92,2.72,-0.80,1,2,-1,-0.20,59.10,60.56,49.53,1.54,0.88,301,25,16,14,10.39,15.91,11.89,6,7,29,6,11,186.0,70.51,33.8,28.17,121.43,57.05,3,1860 München 1-2 Ingolstadt,2026-05-09
Verl,0.71,0.80,-0.09,0.50,0.78,-0.28,0.20,0.02,0.18,0.71,0.80,-0.09,0,1,-1,-0.91,66.20,50.57,45.71,0.66,0.75,252,11,12,11,18.18,14.67,6.94,2,3,23,7,16,95.1,54.72,0.27,0.17,39.4,17.4,2,Rot-Weiss Essen 1-0 Verl,2026-05-09
Rot-Weiss Essen,0.80,0.71,0.09,0.78,0.50,0.28,0.02,0.20,-0.18,0.80,0.71,0.09,1,0,1,0.91,33.80,49.43,48.15,0.75,0.66,126,13,11,12,14.67,18.18,10.91,3,2,14,4,19,78.7,45.28,156.93,99.83,187.07,82.6,3,Rot-Weiss Essen 1-0 Verl,2026-05-09
Stuttgart II,4.25,2.13,2.12,2.69,1.97,0.72,0.81,0.16,0.65,3.49,2.13,1.36,3,5,-2,-4.12,58.90,67.43,50.20,1.36,0.67,295,18,22,12,16.18,17.91,10.26,5,7,22,7,10,180.5,79.03,18.47,19.85,105.14,54.58,2,Hansa Rostock 5-3 Stuttgart II,2026-05-09
Hansa Rostock,2.13,4.25,-2.12,1.97,2.69,-0.72,0.16,0.81,-0.65,2.13,3.49,-1.36,5,3,2,4.12,41.10,32.57,42.21,0.67,1.36,128,15,12,22,17.91,16.18,10.71,7,5,12,1,15,47.9,20.97,74.6,80.15,87.51,45.42,0,Hansa Rostock 5-3 Stuttgart II,2026-05-09
Wehen Wiesbaden,0.96,1.03,-0.07,0.96,0.88,0.08,0.00,0.15,-0.15,0.96,1.03,-0.07,1,2,-1,-0.93,43.30,50.39,41.87,0.25,0.78,139,7,8,15,32.0,19.23,17.41,3,4,7,2,15,65.9,37.74,83.2,73.24,98.2,52.54,2,Energie Cottbus 2-1 Wehen Wiesbaden,2026-05-09
Energie Cottbus,1.03,0.96,0.07,0.88,0.96,-0.08,0.15,0.00,0.15,1.03,0.96,0.07,2,1,1,0.93,56.70,49.61,40.75,0.78,0.25,177,13,15,8,19.23,32.0,9.94,4,3,14,3,10,108.7,62.26,30.4,26.76,88.7,47.46,1,Energie Cottbus 2-1 Wehen Wiesbaden,2026-05-09
Ulm,1.89,1.28,0.61,1.80,0.95,0.85,0.09,0.33,-0.24,1.89,1.28,0.61,1,1,0,-0.61,53.70,50.63,45.29,0.83,0.69,227,20,14,14,16.87,20.29,13.04,6,8,17,3,11,69.3,51.26,50.47,35.31,49.27,37.43,0,Osnabrück 1-1 Ulm,2026-05-09
Osnabrück,1.28,1.89,-0.61,0.95,1.80,-0.85,0.33,0.09,0.24,1.28,1.89,-0.61,1,1,0,0.61,46.30,49.37,46.57,0.69,0.83,197,10,14,14,20.29,16.87,11.24,8,6,20,5,9,65.9,48.74,92.47,64.69,82.37,62.57,3,Osnabrück 1-1 Ulm,2026-05-09
MSV Duisburg,2.38,0.45,1.93,1.61,0.45,1.16,0.77,0.00,0.77,2.38,0.45,1.93,0,0,0,-1.93,64.70,71.59,50.74,0.74,0.11,330,15,21,6,28.38,54.55,9.26,11,1,22,7,8,226.1,90.19,14.87,13.33,156.2,81.06,2,Erzgebirge Aue 0-0 MSV Duisburg,2026-05-08
Erzgebirge Aue,0.45,2.38,-1.93,0.45,1.61,-1.16,0.00,0.77,-0.77,0.45,2.38,-1.93,0,0,0,1.93,35.30,28.41,42.32,0.11,0.74,113,4,6,21,54.55,28.38,19.75,1,11,7,1,7,24.6,9.81,96.67,86.67,36.5,18.94,3,Erzgebirge Aue 0-0 MSV Duisburg,2026-05-08
Erzgebirge Aue,2.05,2.56,-0.51,2.05,2.34,-0.29,0.00,0.21,-0.21,2.05,2.56,-0.51,5,3,2,2.51,43.30,45.63,43.43,1.05,1.21,159,15,11,19,10.48,15.7,19.65,2,10,20,2,12,69.6,36.98,105.47,68.01,93.1,41.9,8,Ingolstadt 3-5 Erzgebirge Aue,2026-05-03
Ingolstadt,2.56,2.05,0.51,2.34,2.05,0.29,0.21,0.00,0.21,2.56,2.05,0.51,3,5,-2,-2.51,56.70,54.37,43.50,1.21,1.05,196,23,19,11,15.7,10.48,12.37,10,2,10,2,9,118.6,63.02,49.6,31.99,129.07,58.1,4,Ingolstadt 3-5 Erzgebirge Aue,2026-05-03
Osnabrück,2.94,1.42,1.52,1.97,1.37,0.60,0.97,0.05,0.92,2.94,1.42,1.52,3,2,1,-0.52,53.30,47.04,44.06,1.38,1.01,200,19,17,10,12.32,9.9,17.57,2,4,16,8,6,92.0,48.14,40.67,38.27,85.0,35.86,2,Wehen Wiesbaden 2-3 Osnabrück,2026-05-03
Wehen Wiesbaden,1.42,2.94,-1.52,1.37,1.97,-0.60,0.05,0.97,-0.92,1.42,2.94,-1.52,2,3,-1,0.52,46.70,52.96,50.51,1.01,1.38,260,16,10,17,9.9,12.32,18.75,4,2,10,3,11,99.1,51.86,65.6,61.73,152.03,64.14,1,Wehen Wiesbaden 2-3 Osnabrück,2026-05-03
Energie Cottbus,1.46,1.14,0.32,0.97,0.81,0.16,0.49,0.33,0.16,1.46,1.14,0.32,1,2,-1,-1.32,62.70,54.63,43.05,0.76,0.58,222,14,19,5,25.0,8.62,8.65,6,8,27,5,12,123.1,73.27,11.6,8.8,53.03,30.43,1,MSV Duisburg 2-1 Energie Cottbus,2026-05-03
MSV Duisburg,1.14,1.46,-0.32,0.81,0.97,-0.16,0.33,0.49,-0.16,1.14,1.46,-0.32,2,1,1,1.32,37.30,45.37,47.97,0.58,0.76,154,9,5,19,8.62,25.0,14.62,8,6,10,2,13,44.9,26.73,120.27,91.2,121.23,69.57,3,MSV Duisburg 2-1 Energie Cottbus,2026-05-03
Viktoria Köln,2.66,0.48,2.18,2.56,0.44,2.12,0.09,0.03,0.06,2.66,0.48,2.18,2,0,2,-0.18,56.20,59.92,46.04,1.52,0.7,221,13,15,8,9.87,11.43,9.34,5,6,24,8,13,123.2,80.37,56.73,49.3,135.6,80.86,3,Ulm 0-2 Viktoria Köln,2026-05-02
Ulm,0.48,2.66,-2.18,0.44,2.56,-2.12,0.03,0.09,-0.06,0.48,2.66,-2.18,0,2,-2,0.18,43.80,40.08,38.41,0.7,1.52,123,10,8,15,11.43,9.87,12.47,6,5,16,2,13,30.1,19.63,58.33,50.7,32.1,19.14,1,Ulm 0-2 Viktoria Köln,2026-05-02
Rot-Weiss Essen,2.71,4.24,-1.53,2.33,3.48,-1.15,0.38,0.00,0.38,2.71,3.48,-0.77,1,6,-5,-3.47,60.00,79.06,52.87,1.12,0.58,300,26,24,11,21.43,18.97,8.26,9,0,33,8,14,175.6,97.29,43.13,49.43,140.97,72.52,8,Stuttgart II 6-1 Rot-Weiss Essen,2026-05-02
Stuttgart II,4.24,2.71,1.53,3.48,2.33,1.15,0.00,0.38,-0.38,3.48,2.71,0.77,6,1,5,3.47,40.00,20.94,32.99,0.58,1.12,60,6,11,24,18.97,21.43,16.48,0,9,5,2,11,4.9,2.71,44.13,50.57,53.42,27.48,0,Stuttgart II 6-1 Rot-Weiss Essen,2026-05-02
1860 München,1.72,1.35,0.37,1.60,1.32,0.28,0.12,0.03,0.09,1.72,1.35,0.37,1,1,0,-0.37,58.60,49.65,40.02,0.8,0.99,145,16,9,8,11.25,8.08,8.29,4,6,22,10,9,55.8,54.33,13.27,13.93,34.17,26.15,6,Schweinfurt 1-1 1860 München,2026-05-02
Schweinfurt,1.35,1.72,-0.37,1.32,1.60,-0.28,0.03,0.12,-0.09,1.35,1.72,-0.37,1,1,0,0.37,41.40,50.35,49.24,0.99,0.8,168,9,8,9,8.08,11.25,10.68,6,4,14,3,16,46.9,45.67,82.0,86.07,96.5,73.85,7,Schweinfurt 1-1 1860 München,2026-05-02
Havelse,0.35,2.71,-2.36,0.29,2.48,-2.19,0.06,0.23,-0.17,0.35,2.71,-2.36,0,4,-4,-1.64,33.20,41.13,42.62,0.31,1.17,128,4,7,22,22.58,18.8,23.13,3,7,13,4,11,24.9,13.82,146.07,99.64,57.25,20.57,1,Verl 4-0 Havelse,2026-05-02
Verl,2.71,0.35,2.36,2.48,0.29,2.19,0.23,0.06,0.17,2.71,0.35,2.36,4,0,4,1.64,66.80,58.87,43.52,1.17,0.31,247,16,22,7,18.8,22.58,8.83,7,3,17,9,9,155.3,86.18,0.53,0.36,221.09,79.43,2,Verl 4-0 Havelse,2026-05-02
Hansa Rostock,2.42,1.69,0.73,1.39,0.93,0.46,1.03,0.00,1.03,2.42,0.93,1.49,1,1,0,-0.73,56.20,52.07,43.32,0.68,0.47,148,11,10,13,14.71,27.66,7.88,8,5,11,3,18,55.9,42.19,8.67,11.82,40.3,26.37,1,Alemannia Aachen 1-1 Hansa Rostock,2026-05-02
Alemannia Aachen,1.69,2.42,-0.73,0.93,1.39,-0.46,0.00,1.03,-1.03,0.93,2.42,-1.49,1,1,0,0.73,43.80,47.93,47.02,0.47,0.68,135,10,13,10,27.66,14.71,9.32,5,8,11,4,9,76.6,57.81,64.67,88.18,112.5,73.63,0,Alemannia Aachen 1-1 Hansa Rostock,2026-05-02
Hoffenheim II,0.63,3.14,-2.51,0.46,2.14,-1.68,0.17,0.24,-0.07,0.63,2.38,-1.75,1,2,-1,1.51,51.80,47.65,41.12,0.47,1.01,152,10,9,20,19.15,19.8,11.07,1,9,17,4,15,61.8,30.73,27.6,24.76,41.87,15.97,4,Jahn Regensburg 2-1 Hoffenheim II,2026-05-02
Jahn Regensburg,3.14,0.63,2.51,2.14,0.46,1.68,0.24,0.17,0.07,2.38,0.63,1.75,2,1,1,-1.51,48.20,52.35,46.65,1.01,0.47,178,22,20,9,19.8,19.15,9.53,9,1,21,9,9,139.3,69.27,83.87,75.24,220.33,84.03,2,Jahn Regensburg 2-1 Hoffenheim II,2026-05-02
Waldhof Mannheim,1.39,2.60,-1.21,1.16,1.60,-0.44,0.23,0.24,-0.01,1.39,1.84,-0.45,0,2,-2,-0.79,55.90,54.79,47.27,1.06,0.45,237,17,13,11,12.26,24.44,10.28,4,2,20,6,16,116.4,60.88,23.33,22.73,75.37,33.37,1,Saarbrücken 2-0 Waldhof Mannheim,2026-05-02
Saarbrücken,2.60,1.39,1.21,1.60,1.16,0.44,0.24,0.23,0.01,1.84,1.39,0.45,2,0,2,0.79,44.10,45.21,45.14,0.45,1.06,159,10,11,13,24.44,12.26,16.46,2,4,12,6,7,74.8,39.12,79.33,77.27,150.47,66.63,0,Saarbrücken 2-0 Waldhof Mannheim,2026-05-02
Stuttgart II,1.69,1.76,-0.07,1.46,1.48,-0.02,0.23,0.27,-0.04,1.69,1.76,-0.07,2,3,-1,-0.93,59.00,60.8,50.15,1.58,0.75,290,26,19,16,12.03,21.33,10.39,7,6,22,8,11,137.0,72.64,34.47,32.4,114.3,60.94,2,Havelse 3-2 Stuttgart II,2026-04-26
Havelse,1.76,1.69,0.07,1.48,1.46,0.02,0.27,0.23,0.04,1.76,1.69,0.07,3,2,1,0.93,41.00,39.2,44.18,0.75,1.58,171,14,16,19,21.33,12.03,10.90,6,7,14,3,15,51.6,27.36,71.93,67.6,73.27,39.06,0,Havelse 3-2 Stuttgart II,2026-04-26
Saarbrücken,1.25,3.22,-1.97,1.22,2.86,-1.64,0.02,0.36,-0.34,1.25,3.22,-1.97,2,1,1,2.97,43.40,36.72,42.91,0.36,2.04,147,4,5,24,13.89,11.76,10.97,8,7,14,7,9,35.7,14.97,48.13,44.68,15.9,9.39,0,Rot-Weiss Essen 1-2 Saarbrücken,2026-04-26
Rot-Weiss Essen,3.22,1.25,1.97,2.86,1.22,1.64,0.36,0.02,0.34,3.22,1.25,1.97,1,2,-1,-2.97,56.60,63.28,54.16,2.04,0.36,288,23,24,5,11.76,13.89,10.17,7,8,49,10,7,202.7,85.03,59.6,55.32,153.47,90.61,9,Rot-Weiss Essen 1-2 Saarbrücken,2026-04-26
Energie Cottbus,0.84,1.47,-0.63,0.79,1.14,-0.35,0.05,0.33,-0.28,0.84,1.47,-0.63,2,0,2,2.63,43.30,49.26,42.34,0.37,0.45,157,6,9,16,24.32,35.56,12.44,6,5,11,5,10,66.7,36.51,94.07,70.52,128.37,63.58,0,Viktoria Köln 0-2 Energie Cottbus,2026-04-26
Viktoria Köln,1.47,0.84,0.63,1.14,0.79,0.35,0.33,0.05,0.28,1.47,0.84,0.63,0,2,-2,-2.63,56.70,50.74,45.71,0.45,0.37,224,14,16,9,35.56,24.32,9.94,5,6,14,4,15,116.0,63.49,39.33,29.48,73.53,36.42,2,Viktoria Köln 0-2 Energie Cottbus,2026-04-26
Schweinfurt,1.05,2.68,-1.63,0.95,2.66,-1.71,0.10,0.02,0.08,1.05,2.68,-1.63,2,2,0,1.63,46.40,49.42,49.50,0.57,0.96,203,17,12,17,21.05,17.71,9.94,5,3,23,6,12,73.9,45.17,64.73,62.36,75.9,51.38,2,Waldhof Mannheim 2-2 Schweinfurt,2026-04-25
Waldhof Mannheim,2.68,1.05,1.63,2.66,0.95,1.71,0.02,0.10,-0.08,2.68,1.05,1.63,2,2,0,-1.63,53.60,50.58,49.81,0.96,0.57,207,20,17,12,17.71,21.05,8.77,3,5,32,8,14,89.7,54.83,39.07,37.64,71.83,48.62,1,Waldhof Mannheim 2-2 Schweinfurt,2026-04-25
Ingolstadt,2.99,2.58,0.41,2.99,2.46,0.53,0.00,0.12,-0.12,2.99,2.58,0.41,3,0,3,2.59,44.80,43.06,44.46,1.02,1.28,154,15,13,19,12.75,14.84,13.96,5,11,19,9,11,68.2,35.5,88.47,75.1,157.97,94.14,2,Hoffenheim II 0-3 Ingolstadt,2026-04-25
Hoffenheim II,2.58,2.99,-0.41,2.46,2.99,-0.53,0.12,0.00,0.12,2.58,2.99,-0.41,0,3,-3,-2.59,55.20,56.94,50.58,1.28,1.02,271,14,19,13,14.84,12.75,11.31,11,5,20,7,10,123.9,64.5,29.33,24.9,9.83,5.86,0,Hoffenheim II 0-3 Ingolstadt,2026-04-25
Ulm,4.07,2.25,1.82,3.52,2.25,1.27,0.55,0.00,0.55,4.07,2.25,1.82,2,3,-1,-2.82,51.20,61.71,48.32,0.94,0.72,239,9,20,11,21.28,15.28,12.91,9,4,19,6,13,124.9,78.21,63.13,70.14,147.53,82.53,3,1860 München 3-2 Ulm,2026-04-25
1860 München,2.25,4.07,-1.82,2.25,3.52,-1.27,0.00,0.55,-0.55,2.25,4.07,-1.82,3,2,1,2.82,48.80,38.29,36.92,0.72,0.94,116,7,11,20,15.28,21.28,11.91,4,9,13,4,11,34.8,21.79,26.87,29.86,31.23,17.47,2,1860 München 3-2 Ulm,2026-04-25
Jahn Regensburg,3.53,1.49,2.04,3.48,1.04,2.44,0.05,0.44,-0.39,3.53,1.49,2.04,5,2,3,0.96,35.50,47.47,47.47,1.52,0.73,148,25,19,14,12.5,19.18,14.54,9,5,18,4,10,134.9,58.17,105.8,93.08,242.07,91.76,2,Hansa Rostock 2-5 Jahn Regensburg,2026-04-25
Hansa Rostock,1.49,3.53,-2.04,1.04,3.48,-2.44,0.44,0.05,0.39,1.49,3.53,-2.04,2,5,-3,-0.96,64.50,52.53,45.80,0.73,1.52,232,14,14,19,19.18,12.5,8.14,5,9,26,8,9,97.0,41.83,7.87,6.92,21.73,8.24,2,Hansa Rostock 2-5 Jahn Regensburg,2026-04-25
Verl,0.80,1.59,-0.79,0.73,1.37,-0.64,0.07,0.22,-0.15,0.80,1.59,-0.79,1,2,-1,-0.21,68.10,57.41,41.86,0.19,0.5,238,8,8,10,42.11,20.0,7.80,3,12,20,5,16,86.1,58.37,0.2,0.1,25.27,9.09,4,Osnabrück 2-1 Verl,2026-04-25
Osnabrück,1.59,0.80,0.79,1.37,0.73,0.64,0.22,0.07,0.15,1.59,0.80,0.79,2,1,1,0.21,31.90,42.59,45.00,0.5,0.19,120,8,10,8,20.0,42.11,12.88,12,3,17,5,9,61.4,41.63,205.6,99.9,252.83,90.91,1,Osnabrück 2-1 Verl,2026-04-25
Wehen Wiesbaden,2.83,0.93,1.90,1.40,0.93,0.47,1.43,0.00,1.43,2.83,0.93,1.90,2,2,0,-1.90,50.20,56.16,47.12,0.93,0.66,196,15,14,13,15.05,19.7,16.71,4,6,20,13,15,100.3,62.61,33.53,37.56,91.77,57.78,4,Erzgebirge Aue 2-2 Wehen Wiesbaden,2026-04-25
Erzgebirge Aue,0.93,2.83,-1.90,0.93,1.40,-0.47,0.00,1.43,-1.43,0.93,2.83,-1.90,2,2,0,1.90,49.80,43.84,45.70,0.66,0.93,181,12,13,14,19.7,15.05,10.55,6,4,23,3,7,59.9,37.39,55.73,62.44,67.07,42.22,6,Erzgebirge Aue 2-2 Wehen Wiesbaden,2026-04-25
MSV Duisburg,2.21,1.63,0.58,2.01,1.60,0.41,0.20,0.04,0.16,2.21,1.63,0.58,1,3,-2,-2.58,54.40,55.68,44.24,0.77,0.72,180,9,12,9,15.58,12.5,6.78,5,4,20,3,19,123.8,61.84,22.6,27.34,93.37,43.13,4,Alemannia Aachen 3-1 MSV Duisburg,2026-04-24
Alemannia Aachen,1.63,2.21,-0.58,1.60,2.01,-0.41,0.04,0.20,-0.16,1.63,2.21,-0.58,3,1,2,2.58,45.60,44.32,43.51,0.72,0.77,140,8,9,12,12.5,15.58,9.00,4,5,5,3,8,76.4,38.16,60.07,72.66,123.1,56.87,0,Alemannia Aachen 3-1 MSV Duisburg,2026-04-24
Waldhof Mannheim,3.02,2.47,0.55,2.34,1.42,0.92,0.68,0.29,0.39,3.02,1.71,1.31,3,3,0,-0.55,55.10,54.66,48.15,1.0,0.9,230,16,12,13,12.0,14.44,10.36,3,2,16,5,11,110.8,69.69,28.67,26.35,57.86,33.07,0,Wehen Wiesbaden 3-3 Waldhof Mannheim,2026-04-19
Wehen Wiesbaden,2.47,3.02,-0.55,1.42,2.34,-0.92,0.29,0.68,-0.39,1.71,3.02,-1.31,3,3,0,0.55,44.90,45.34,48.11,0.9,1.0,181,18,13,12,14.44,12.0,13.67,2,3,23,8,16,48.2,30.31,80.13,73.65,117.11,66.93,4,Wehen Wiesbaden 3-3 Waldhof Mannheim,2026-04-19
Erzgebirge Aue,2.20,1.78,0.42,1.44,1.68,-0.24,0.00,0.10,-0.10,1.44,1.78,-0.34,2,2,0,-0.42,38.80,37.66,42.34,0.43,1.29,139,8,10,16,23.26,12.4,16.74,2,4,10,2,16,34.3,18.12,93.53,80.08,41.6,20.68,4,Stuttgart II 2-2 Erzgebirge Aue,2026-04-19
Stuttgart II,1.78,2.20,-0.42,1.68,1.44,0.24,0.10,0.00,0.10,1.78,1.44,0.34,2,2,0,0.42,61.20,62.34,47.88,1.29,0.43,260,16,16,10,12.4,23.26,11.19,4,2,14,5,7,155.0,81.88,23.27,19.92,159.53,79.32,0,Stuttgart II 2-2 Erzgebirge Aue,2026-04-19
Rot-Weiss Essen,3.11,3.58,-0.47,2.05,2.66,-0.61,1.06,0.15,0.91,3.11,2.82,0.29,3,5,-2,-1.53,39.70,31.79,44.13,0.94,1.01,106,12,17,20,18.09,19.8,14.33,1,4,19,6,10,41.4,19.86,76.47,85.35,64.73,45.23,4,Energie Cottbus 5-3 Rot-Weiss Essen,2026-04-19
Energie Cottbus,3.58,3.11,0.47,2.66,2.05,0.61,0.15,1.06,-0.91,2.82,3.11,-0.29,5,3,2,1.53,60.30,68.21,53.65,1.01,0.94,281,20,20,17,19.8,18.09,10.48,4,1,27,8,7,167.1,80.14,13.13,14.65,78.37,54.77,0,Energie Cottbus 5-3 Rot-Weiss Essen,2026-04-19
Havelse,1.57,2.51,-0.94,1.14,2.16,-1.02,0.43,0.35,0.08,1.57,2.51,-0.94,1,2,-1,-0.06,47.60,48.34,44.76,0.41,0.77,169,11,14,15,34.15,19.48,13.25,6,7,23,6,10,79.4,41.05,89.27,67.15,93.53,52.82,5,Ulm 2-1 Havelse,2026-04-18
Ulm,2.51,1.57,0.94,2.16,1.14,1.02,0.35,0.43,-0.08,2.51,1.57,0.94,2,1,1,0.06,52.40,51.66,43.59,0.77,0.41,181,9,15,14,19.48,34.15,10.24,7,6,20,4,15,114.0,58.95,43.67,32.85,83.53,47.18,2,Ulm 2-1 Havelse,2026-04-18
Hansa Rostock,2.45,0.63,1.82,2.24,0.55,1.69,0.21,0.08,0.13,2.45,0.63,1.82,0,0,0,-1.82,58.20,44.55,42.55,1.4,0.64,164,21,16,16,11.43,25.0,11.38,4,5,26,9,15,86.5,42.32,8.07,10.39,62.97,28.77,4,Schweinfurt 0-0 Hansa Rostock,2026-04-18
Schweinfurt,0.63,2.45,-1.82,0.55,2.24,-1.69,0.08,0.21,-0.13,0.63,2.45,-1.82,0,0,0,1.82,41.80,55.45,51.29,0.64,1.4,181,12,16,16,25.0,11.43,11.46,5,4,28,7,9,117.9,57.68,69.6,89.61,155.9,71.23,6,Schweinfurt 0-0 Hansa Rostock,2026-04-18
Viktoria Köln,1.55,1.35,0.20,1.53,1.01,0.52,0.02,0.34,-0.32,1.55,1.35,0.20,0,2,-2,-2.20,33.20,37.9,39.01,0.39,0.77,120,7,10,9,25.64,11.69,14.44,10,6,12,3,15,59.8,35.6,160.67,88.02,125.17,60.8,1,Verl 2-0 Viktoria Köln,2026-04-18
Verl,1.35,1.55,-0.20,1.01,1.53,-0.52,0.34,0.02,0.32,1.35,1.55,-0.20,2,0,2,2.20,66.80,62.1,42.29,0.77,0.39,239,10,9,10,11.69,25.64,10.21,6,10,5,1,5,108.2,64.4,21.87,11.98,80.7,39.2,1,Verl 2-0 Viktoria Köln,2026-04-18
Hoffenheim II,0.92,2.12,-1.20,0.68,1.71,-1.03,0.25,0.41,-0.16,0.92,2.12,-1.20,1,3,-2,-0.80,58.20,47.7,44.60,0.38,1.05,235,13,9,13,23.68,12.38,9.65,2,6,18,4,11,83.6,44.44,11.13,9.73,30.8,15.62,1,MSV Duisburg 3-1 Hoffenheim II,2026-04-18
MSV Duisburg,2.12,0.92,1.20,1.71,0.68,1.03,0.41,0.25,0.16,2.12,0.92,1.20,3,1,2,0.80,41.80,52.3,48.29,1.05,0.38,195,14,13,9,12.38,23.68,12.47,6,2,15,6,18,104.5,55.56,103.27,90.27,166.33,84.38,2,MSV Duisburg 3-1 Hoffenheim II,2026-04-18
Osnabrück,2.25,0.83,1.42,1.87,0.83,1.04,0.38,0.00,0.38,2.25,0.83,1.42,1,0,1,-0.42,47.60,61.79,52.00,0.77,1.27,257,12,20,8,25.97,6.3,14.53,3,2,29,10,17,150.9,82.73,91.2,84.19,213.7,93.92,3,Ingolstadt 0-1 Osnabrück,2026-04-18
Ingolstadt,0.83,2.25,-1.42,0.83,1.87,-1.04,0.00,0.38,-0.38,0.83,2.25,-1.42,0,1,-1,0.42,52.40,38.21,39.59,1.27,0.77,153,9,8,20,6.3,25.97,13.65,2,3,16,4,7,31.5,17.27,17.13,15.81,13.83,6.08,2,Ingolstadt 0-1 Osnabrück,2026-04-18
1860 München,1.26,2.74,-1.48,1.26,2.22,-0.96,0.00,0.52,-0.52,1.26,2.74,-1.48,0,0,0,1.48,47.30,36.89,41.26,0.79,1.03,147,13,10,22,12.66,21.36,13.24,2,13,13,1,13,41.4,21.41,24.53,26.7,46.03,18.75,2,Saarbrücken 0-0 1860 München,2026-04-18
Saarbrücken,2.74,1.26,1.48,2.22,1.26,0.96,0.52,0.00,0.52,2.74,1.26,1.48,0,0,0,-1.48,52.70,63.11,49.63,1.03,0.79,256,21,22,10,21.36,12.66,13.40,13,2,26,12,7,152.0,78.59,67.33,73.3,199.43,81.25,0,Saarbrücken 0-0 1860 München,2026-04-18
Alemannia Aachen,3.08,2.18,0.90,2.97,1.96,1.01,0.11,0.21,-0.10,3.08,2.18,0.90,3,1,2,1.10,51.50,58.45,47.47,1.0,1.11,208,17,15,11,15.0,9.91,10.38,7,4,9,5,15,120.2,62.09,36.53,43.46,130.57,66.1,1,Jahn Regensburg 1-3 Alemannia Aachen,2026-04-17
Jahn Regensburg,2.18,3.08,-0.90,1.96,2.97,-1.01,0.21,0.11,0.10,2.18,3.08,-0.90,1,3,-2,-1.10,48.50,41.55,40.45,1.11,1.0,146,15,11,15,9.91,15.0,9.26,4,7,25,6,15,73.4,37.91,47.53,56.54,66.97,33.9,1,Jahn Regensburg 1-3 Alemannia Aachen,2026-04-17
Jahn Regensburg,2.32,2.78,-0.46,2.32,1.30,1.02,0.00,0.72,-0.72,2.32,2.02,0.30,2,2,0,0.46,45.60,39.33,41.58,0.82,0.86,165,12,12,18,14.63,20.93,12.69,3,4,10,5,12,39.9,22.62,91.6,73.75,79.1,44.61,3,1860 München 2-2 Jahn Regensburg,2026-04-12
1860 München,2.78,2.32,0.46,1.30,2.32,-1.02,0.72,0.00,0.72,2.02,2.32,-0.30,2,2,0,-0.46,54.40,60.67,45.40,0.86,0.82,249,24,18,12,20.93,14.63,11.78,4,3,23,9,12,136.5,77.38,32.6,26.25,98.2,55.39,2,1860 München 2-2 Jahn Regensburg,2026-04-12
Verl,2.14,1.15,0.99,1.86,1.15,0.71,0.28,0.00,0.28,2.14,1.15,0.99,1,1,0,-0.99,72.20,73.86,52.02,1.71,0.58,413,28,11,8,6.43,13.79,9.67,7,4,34,10,4,189.5,93.3,4.53,2.68,89.27,60.09,2,Erzgebirge Aue 1-1 Verl,2026-04-12
Erzgebirge Aue,1.15,2.14,-0.99,1.15,1.86,-0.71,0.00,0.28,-0.28,1.15,2.14,-0.99,1,1,0,0.99,27.80,26.14,44.70,0.58,1.71,118,9,8,11,13.79,6.43,26.43,4,7,16,2,11,13.6,6.7,164.67,97.32,59.3,39.91,3,Erzgebirge Aue 1-1 Verl,2026-04-12
Energie Cottbus,1.22,1.05,0.17,0.59,1.01,-0.42,0.63,0.04,0.59,1.22,1.05,0.17,0,1,-1,-1.17,59.80,58.98,45.23,0.63,0.33,191,12,12,9,19.05,27.27,9.69,4,10,26,11,10,125.8,71.52,17.93,16.57,92.8,49.3,1,Osnabrück 1-0 Energie Cottbus,2026-04-12
Osnabrück,1.05,1.22,-0.17,1.01,0.59,0.42,0.04,0.63,-0.59,1.05,1.22,-0.17,1,0,1,1.17,40.20,41.02,43.14,0.33,0.63,110,8,9,12,27.27,19.05,8.64,10,4,19,5,14,50.1,28.48,90.27,83.43,95.43,50.7,3,Osnabrück 1-0 Energie Cottbus,2026-04-12
