Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Detroit City,3.14,2.16,0.98,2.97,2.11,0.86,0.17,0.05,0.12,3.14,2.16,0.98,1,2,-1,-1.98,70.1,56.19,47.26,0.94,0.94,212,13,22,18,23.4,19.15,6.13,2,3,28,11,8,126.2,71.26,3.2,3.04,75.9,40.22,1,Indy Eleven 2-1 Detroit City,2026-03-21
Indy Eleven,2.16,3.14,-0.98,2.11,2.97,-0.86,0.05,0.17,-0.12,2.16,3.14,-0.98,2,1,1,1.98,29.9,43.81,51.36,0.94,0.94,116,20,18,22,19.15,23.4,12.03,3,2,21,5,15,50.9,28.74,101.93,96.96,112.83,59.78,4,Indy Eleven 2-1 Detroit City,2026-03-21
Rhode Island,1.44,2.5,-1.06,1.4,2.2,-0.8,0.04,0.3,-0.26,1.44,2.5,-1.06,2,4,-2,-0.94,42.4,35.74,42.18,0.77,0.9,97,9,11,15,14.29,16.67,18.88,0,8,9,2,11,36.8,22.38,54.6,60.58,24.6,19.04,1,Louisville City 4-2 Rhode Island,2026-03-21
Louisville City,2.5,1.44,1.06,2.2,1.4,0.8,0.3,0.04,0.26,2.5,1.44,1.06,4,2,2,0.94,57.6,64.26,49.78,0.9,0.77,198,19,15,11,16.67,14.29,9.25,8,0,23,10,10,127.6,77.62,35.53,39.42,104.63,80.96,1,Louisville City 4-2 Rhode Island,2026-03-21
Miami,1.77,1.82,-0.05,1.68,1.6,0.08,0.09,0.22,-0.13,1.77,1.82,-0.05,0,0,0,0.05,43.0,43.12,46.89,0.97,1.19,177,20,18,13,18.56,10.92,13.25,3,7,14,5,16,85.2,46.58,94.2,85.79,118.2,69.41,0,Loudoun United 0-0 Miami,2026-03-21
Loudoun United,1.82,1.77,0.05,1.6,1.68,-0.08,0.22,0.09,0.13,1.82,1.77,0.05,0,0,0,-0.05,57.0,56.88,48.54,1.19,0.97,255,16,13,18,10.92,18.56,8.5,7,3,20,5,15,97.7,53.42,15.6,14.21,52.1,30.59,0,Loudoun United 0-0 Miami,2026-03-21
El Paso Locomotive,1.29,1.11,0.18,1.08,0.89,0.19,0.21,0.23,-0.02,1.29,1.11,0.18,3,0,3,2.82,53.6,44.08,41.97,0.89,0.81,164,9,13,12,14.61,14.81,10.03,2,4,9,3,17,69.6,44.44,17.67,16.13,63.97,42.32,0,Monterey Bay 0-3 El Paso Locomotive,2026-03-14
Monterey Bay,1.11,1.29,-0.18,0.89,1.08,-0.19,0.23,0.21,0.02,1.11,1.29,-0.18,0,3,-3,-2.82,46.4,55.92,46.42,0.81,0.89,178,17,12,13,14.81,14.61,10.02,4,2,29,8,22,87.0,55.56,91.87,83.87,87.17,57.68,1,Monterey Bay 0-3 El Paso Locomotive,2026-03-14
New Mexico United,0.97,1.01,-0.04,0.96,1.01,-0.05,0.01,0.0,0.01,0.97,1.01,-0.04,1,2,-1,-0.96,63.9,70.26,48.22,0.93,0.61,328,12,13,10,13.98,16.39,12.88,3,2,29,9,10,171.6,75.93,23.07,14.78,73.53,47.57,0,Oakland Roots 2-1 New Mexico United,2026-03-14
Oakland Roots,1.01,0.97,0.04,1.01,0.96,0.05,0.0,0.01,-0.01,1.01,0.97,0.04,2,1,1,0.96,36.1,29.74,39.86,0.61,0.93,113,9,10,13,16.39,13.98,18.45,2,3,6,0,7,54.4,24.07,133.07,85.22,81.03,52.43,0,Oakland Roots 2-1 New Mexico United,2026-03-14
Orange County SC,1.28,0.69,0.59,1.17,0.64,0.53,0.11,0.05,0.06,1.28,0.69,0.59,1,1,0,-0.59,56.0,59.32,48.18,0.37,0.2,206,5,9,12,24.32,60.0,8.27,2,5,23,3,24,88.6,68.1,60.0,41.63,72.57,53.29,1,Phoenix Rising 1-1 Orange County SC,2026-03-14
Phoenix Rising,0.69,1.28,-0.59,0.64,1.17,-0.53,0.05,0.11,-0.06,0.69,1.28,-0.59,1,1,0,0.59,44.0,40.68,44.07,0.2,0.37,143,4,12,9,60.0,24.32,10.74,5,2,13,2,10,41.5,31.9,84.13,58.37,63.6,46.71,1,Phoenix Rising 1-1 Orange County SC,2026-03-14
