Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Orléans,1.20,4.79,-3.59,1.20,4.27,-3.07,0.00,0.52,-0.52,1.20,4.79,-3.59,2,3,-1,2.59,45.60,51.11,44.71,0.63,0.5,181,8,13,20,20.63,40.0,13.52,4,6,25,4,9,73.4,47.35,63.8,63.29,91.43,51.41,1,Dijon 3-2 Orléans,2026-05-15
Dijon,4.79,1.20,3.59,4.27,1.20,3.07,0.52,0.00,0.52,4.79,1.20,3.59,3,2,1,-2.59,54.40,48.89,43.74,0.5,0.63,197,17,20,13,40.0,20.63,10.24,6,4,20,4,12,81.6,52.65,37.0,36.71,86.43,48.59,0,Dijon 3-2 Orléans,2026-05-15
Villefranche,0.95,1.27,-0.32,0.84,1.17,-0.33,0.11,0.10,0.01,0.95,1.27,-0.32,2,2,0,0.32,55.70,52.42,41.46,1.13,0.75,176,11,9,13,7.96,17.33,13.21,3,10,23,8,10,61.4,51.86,43.33,39.39,42.03,22.85,0,Concarneau 2-2 Villefranche,2026-05-15
Concarneau,1.27,0.95,0.32,1.17,0.84,0.33,0.10,0.11,-0.01,1.27,0.95,0.32,2,2,0,-0.32,44.30,47.58,43.40,0.75,1.13,156,11,13,9,17.33,7.96,14.42,10,3,11,4,9,57.0,48.14,66.67,60.61,141.9,77.15,0,Concarneau 2-2 Villefranche,2026-05-15
Caen,2.92,2.21,0.71,2.92,2.00,0.92,0.00,0.21,-0.21,2.92,2.21,0.71,1,3,-2,-2.71,69.70,75.69,50.80,1.29,0.45,331,14,12,12,9.3,26.67,6.89,6,3,12,2,14,177.2,91.53,20.73,15.71,121.8,68.44,1,Aubagne 3-1 Caen,2026-05-15
Aubagne,2.21,2.92,-0.71,2.00,2.92,-0.92,0.21,0.00,0.21,2.21,2.92,-0.71,3,1,2,2.71,30.30,24.31,37.06,0.45,1.29,54,8,12,12,26.67,9.3,14.06,3,6,9,3,10,16.4,8.47,111.2,84.29,56.17,31.56,2,Aubagne 3-1 Caen,2026-05-15
Quevilly-Rouen Métropole,2.50,1.55,0.95,2.43,1.55,0.88,0.07,0.00,0.07,2.50,1.55,0.95,0,3,-3,-3.95,53.50,47.35,47.52,0.94,1.23,211,11,18,7,19.15,5.69,8.24,7,5,18,4,12,109.7,62.29,28.33,37.12,41.41,23.2,0,Stade Briochin 3-0 Quevilly-Rouen Métropole,2026-05-09
Stade Briochin,1.55,2.50,-0.95,1.55,2.43,-0.88,0.00,0.07,-0.07,1.55,2.50,-0.95,3,0,3,3.95,46.50,52.65,48.78,1.23,0.94,198,10,7,18,5.69,19.15,8.74,5,7,21,2,15,66.4,37.71,48.0,62.88,137.1,76.8,0,Stade Briochin 3-0 Quevilly-Rouen Métropole,2026-05-09
Concarneau,1.51,0.67,0.84,1.51,0.67,0.84,0.00,0.00,0.00,1.51,0.67,0.84,0,0,0,-0.84,34.50,32.93,40.27,0.8,0.54,98,6,7,8,8.75,14.81,16.63,4,7,9,3,10,37.9,27.27,104.4,88.12,86.43,59.31,0,Caen 0-0 Concarneau,2026-05-09
Caen,0.67,1.51,-0.84,0.67,1.51,-0.84,0.00,0.00,0.00,0.67,1.51,-0.84,0,0,0,0.84,65.50,67.07,49.42,0.54,0.8,291,4,8,7,14.81,8.75,8.75,7,4,19,4,10,101.1,72.73,14.07,11.88,59.3,40.69,0,Caen 0-0 Concarneau,2026-05-09
Aubagne,0.39,1.29,-0.90,0.27,1.12,-0.85,0.12,0.17,-0.05,0.39,1.29,-0.90,1,1,0,0.90,48.70,48.43,43.86,0.27,0.72,171,10,4,11,14.81,15.28,9.28,5,4,16,2,15,43.6,32.11,53.8,43.93,36.03,24.59,0,Paris 13 Atletico 1-1 Aubagne,2026-05-09
Paris 13 Atletico,1.29,0.39,0.90,1.12,0.27,0.85,0.17,0.12,0.05,1.29,0.39,0.90,1,1,0,-0.90,51.30,51.57,45.01,0.72,0.27,196,10,11,4,15.28,14.81,11.28,4,5,21,6,15,92.2,67.89,68.67,56.07,110.5,75.41,2,Paris 13 Atletico 1-1 Aubagne,2026-05-09
Fleury,0.91,3.64,-2.73,0.80,3.62,-2.82,0.11,0.02,0.09,0.91,3.64,-2.73,0,2,-2,0.73,52.00,51.01,44.48,0.56,1.19,182,10,6,27,10.71,22.69,16.85,5,8,15,9,6,55.7,29.96,35.2,38.29,37.17,12.76,1,Orléans 2-0 Fleury,2026-05-09
Orléans,3.64,0.91,2.73,3.62,0.80,2.82,0.02,0.11,-0.09,3.64,0.91,2.73,2,0,2,-0.73,48.00,48.99,43.91,1.19,0.56,156,17,27,6,22.69,10.71,11.69,8,5,12,5,13,130.2,70.04,56.73,61.71,254.07,87.24,0,Orléans 2-0 Fleury,2026-05-09
Dijon,1.41,0.89,0.52,1.41,0.84,0.57,0.00,0.05,-0.05,1.41,0.89,0.52,2,1,1,0.48,45.70,36.99,38.81,0.46,0.75,135,7,11,10,23.91,13.33,13.72,3,9,8,2,18,34.3,35.62,81.73,64.56,103.8,59.51,0,Le Puy Foot 1-2 Dijon,2026-05-09
Le Puy Foot,0.89,1.41,-0.52,0.84,1.41,-0.57,0.05,0.00,0.05,0.89,1.41,-0.52,1,2,-1,-0.48,54.30,63.01,39.70,0.75,0.46,175,11,10,11,13.33,23.91,11.79,9,3,22,9,12,62.0,64.38,44.87,35.44,70.63,40.49,1,Le Puy Foot 1-2 Dijon,2026-05-09
Versailles,0.85,1.93,-1.08,0.85,1.37,-0.52,0.00,0.56,-0.56,0.85,1.93,-1.08,3,1,2,3.08,40.90,29.94,43.17,0.5,1.3,119,8,13,17,26.0,13.08,10.27,5,5,11,4,17,23.7,13.42,59.67,71.89,55.97,36.51,0,Rouen 1-3 Versailles,2026-05-09
Rouen,1.93,0.85,1.08,1.37,0.85,0.52,0.56,0.00,0.56,1.93,0.85,1.08,1,3,-2,-3.08,59.10,70.06,49.35,1.3,0.5,232,20,17,13,13.08,26.0,6.80,5,5,33,13,12,152.9,86.58,23.33,28.11,97.33,63.49,2,Rouen 1-3 Versailles,2026-05-09
Valenciennes,1.16,0.90,0.26,1.06,0.65,0.41,0.10,0.25,-0.15,1.16,0.90,0.26,0,1,-1,-1.26,62.40,54.09,46.08,0.92,0.48,220,12,12,9,13.04,18.75,12.37,2,2,25,7,9,77.2,55.82,3.07,2.66,37.57,21.47,3,Bourg-Péronnas 1-0 Valenciennes,2026-05-09
Bourg-Péronnas,0.90,1.16,-0.26,0.65,1.06,-0.41,0.25,0.10,0.15,0.90,1.16,-0.26,1,0,1,1.26,37.60,45.91,47.84,0.48,0.92,150,11,9,12,18.75,13.04,17.40,2,2,23,8,11,61.1,44.18,112.53,97.34,137.43,78.53,1,Bourg-Péronnas 1-0 Valenciennes,2026-05-09
Sochaux,1.61,0.61,1.00,1.42,0.57,0.85,0.19,0.04,0.15,1.61,0.61,1.00,1,2,-1,-2.00,54.80,67.23,52.08,0.78,0.42,183,13,14,7,17.95,16.67,6.83,8,1,27,7,9,130.9,87.15,35.2,57.58,136.57,89.57,2,Châteauroux 2-1 Sochaux,2026-05-09
Châteauroux,0.61,1.61,-1.00,0.57,1.42,-0.85,0.04,0.19,-0.15,0.61,1.61,-1.00,2,1,1,2.00,45.20,32.77,40.11,0.42,0.78,85,5,7,14,16.67,17.95,10.55,1,8,9,4,14,19.3,12.85,25.93,42.42,15.9,10.43,0,Châteauroux 2-1 Sochaux,2026-05-09
Rouen,0.87,1.07,-0.20,0.87,1.04,-0.17,0.00,0.03,-0.03,0.87,1.07,-0.20,0,0,0,0.20,56.50,64.27,54.02,0.88,0.49,267,14,13,11,14.77,22.45,9.96,1,2,33,8,16,137.8,80.96,35.13,40.88,129.8,76.41,1,Quevilly-Rouen Métropole 0-0 Rouen,2026-05-02
Quevilly-Rouen Métropole,1.07,0.87,0.20,1.04,0.87,0.17,0.03,0.00,0.03,1.07,0.87,0.20,0,0,0,-0.20,43.50,35.73,43.40,0.49,0.88,123,9,11,13,22.45,14.77,10.55,2,1,17,2,12,32.4,19.04,50.8,59.12,40.07,23.59,0,Quevilly-Rouen Métropole 0-0 Rouen,2026-05-02
Villefranche,0.39,3.09,-2.70,0.22,2.25,-2.03,0.17,0.08,0.09,0.39,2.33,-1.94,0,1,-1,1.70,67.30,61.56,48.03,0.74,0.85,252,15,8,20,10.81,23.53,7.89,1,5,22,11,14,87.3,55.64,4.53,4.17,40.23,22.64,1,Bourg-Péronnas 1-0 Villefranche,2026-05-02
Bourg-Péronnas,3.09,0.39,2.70,2.25,0.22,2.03,0.08,0.17,-0.09,2.33,0.39,1.94,1,0,1,-1.70,32.70,38.44,41.98,0.85,0.74,103,11,20,8,23.53,10.81,11.87,5,1,15,7,17,69.6,44.36,104.0,95.83,137.5,77.36,0,Bourg-Péronnas 1-0 Villefranche,2026-05-02
Valenciennes,2.23,2.50,-0.27,1.39,2.45,-1.06,0.08,0.04,0.04,1.47,2.50,-1.03,1,1,0,0.27,45.50,37.04,41.56,0.3,1.59,121,6,12,14,40.0,8.81,9.06,6,4,13,3,13,35.6,20.16,39.53,55.94,35.43,19.22,2,Sochaux 1-1 Valenciennes,2026-05-02
Sochaux,2.50,2.23,0.27,2.45,1.39,1.06,0.04,0.08,-0.04,2.50,1.47,1.03,1,1,0,-0.27,54.50,62.96,52.97,1.59,0.3,232,16,14,12,8.81,40.0,12.08,4,6,23,5,15,141.0,79.84,31.13,44.06,148.93,80.78,1,Sochaux 1-1 Valenciennes,2026-05-02
Le Puy Foot,1.23,2.46,-1.23,1.11,1.88,-0.77,0.11,0.58,-0.47,1.23,2.46,-1.23,0,4,-4,-2.77,57.80,62.03,43.90,1.4,1.0,229,12,11,13,7.86,13.0,9.67,6,6,29,8,13,89.3,57.91,12.87,13.35,16.42,8.31,0,Fleury 4-0 Le Puy Foot,2026-05-01
Fleury,2.46,1.23,1.23,1.88,1.11,0.77,0.58,0.11,0.47,2.46,1.23,1.23,4,0,4,2.77,42.20,37.97,40.05,1.0,1.4,138,8,13,11,13.0,7.86,13.12,6,6,11,5,15,64.9,42.09,83.53,86.65,181.07,91.69,0,Fleury 4-0 Le Puy Foot,2026-05-01
Stade Briochin,1.10,1.79,-0.69,0.32,0.49,-0.17,0.03,0.54,-0.51,0.34,1.03,-0.69,2,1,1,1.69,44.10,46.36,41.53,0.26,0.47,122,6,9,13,34.62,27.66,8.95,6,10,11,4,15,60.5,38.36,96.0,65.99,71.9,41.81,1,Aubagne 1-2 Stade Briochin,2026-05-01
Aubagne,1.79,1.10,0.69,0.49,0.32,0.17,0.54,0.03,0.51,1.03,0.34,0.69,1,2,-1,-1.69,55.90,53.64,44.80,0.47,0.26,198,10,13,9,27.66,34.62,8.34,10,6,25,11,16,97.2,61.64,49.47,34.01,100.07,58.19,1,Aubagne 1-2 Stade Briochin,2026-05-01
Orléans,0.30,1.58,-1.28,0.30,1.49,-1.19,0.00,0.09,-0.09,0.30,1.58,-1.28,0,0,0,1.28,46.30,54.33,45.71,0.59,0.89,158,9,8,10,13.56,11.24,13.81,4,3,15,4,12,84.8,52.83,73.4,83.72,119.0,70.09,0,Versailles 0-0 Orléans,2026-05-01
Versailles,1.58,0.30,1.28,1.49,0.30,1.19,0.09,0.00,0.09,1.58,0.30,1.28,0,0,0,-1.28,53.70,45.67,38.72,0.89,0.59,142,12,10,8,11.24,13.56,10.37,3,4,14,6,16,75.7,47.17,14.27,16.28,50.77,29.91,2,Versailles 0-0 Orléans,2026-05-01
Paris 13 Atletico,0.16,0.82,-0.66,0.16,0.67,-0.51,0.00,0.16,-0.16,0.16,0.82,-0.66,0,0,0,0.66,40.60,23.61,33.31,0.09,0.71,77,3,1,12,11.11,16.9,17.50,3,4,6,2,11,7.9,4.15,79.33,64.81,17.93,10.3,1,Concarneau 0-0 Paris 13 Atletico,2026-04-30
Concarneau,0.82,0.16,0.66,0.67,0.16,0.51,0.16,0.00,0.16,0.82,0.16,0.66,0,0,0,-0.66,59.40,76.39,48.77,0.71,0.09,288,13,12,1,16.9,11.11,10.68,4,3,29,7,12,182.3,95.85,43.07,35.19,156.07,89.7,1,Concarneau 0-0 Paris 13 Atletico,2026-04-30
Châteauroux,2.74,2.28,0.46,1.89,2.03,-0.14,0.09,0.25,-0.16,1.98,2.28,-0.30,2,1,1,0.54,46.90,45.45,42.65,0.64,0.86,142,10,11,12,17.19,13.95,12.47,4,4,13,2,14,75.0,46.67,47.27,51.91,99.03,53.13,0,Dijon 1-2 Châteauroux,2026-04-30
Dijon,2.28,2.74,-0.46,2.03,1.89,0.14,0.25,0.09,0.16,2.28,1.98,0.30,1,2,-1,-0.54,53.10,54.55,43.18,0.86,0.64,147,15,12,11,13.95,17.19,9.39,4,4,23,4,12,85.7,53.33,43.8,48.09,87.37,46.87,3,Dijon 1-2 Châteauroux,2026-04-30
Dijon,1.38,0.56,0.82,1.38,0.37,1.01,0.00,0.19,-0.19,1.38,0.56,0.82,1,0,1,0.18,49.90,49.82,44.44,0.71,0.45,197,7,9,8,12.68,17.78,13.03,4,4,16,3,10,67.2,51.18,39.4,45.81,76.17,52.12,1,Valenciennes 0-1 Dijon,2026-04-24
Valenciennes,0.56,1.38,-0.82,0.37,1.38,-1.01,0.19,0.00,0.19,0.56,1.38,-0.82,0,1,-1,-0.18,50.10,50.18,42.57,0.45,0.71,175,11,8,9,17.78,12.68,15.43,4,4,28,5,11,64.1,48.82,46.6,54.19,69.97,47.88,2,Valenciennes 0-1 Dijon,2026-04-24
Concarneau,1.59,0.79,0.80,1.05,0.79,0.26,0.54,0.00,0.54,1.59,0.79,0.80,2,1,1,0.20,36.30,40.0,44.35,0.69,0.35,128,8,11,8,15.94,22.86,13.66,2,5,15,5,12,41.8,32.18,113.8,94.1,112.8,74.05,1,Stade Briochin 1-2 Concarneau,2026-04-24
Stade Briochin,0.79,1.59,-0.80,0.79,1.05,-0.26,0.00,0.54,-0.54,0.79,1.59,-0.80,1,2,-1,-0.20,63.70,60.0,44.43,0.35,0.69,220,6,8,11,22.86,15.94,11.25,5,2,15,4,11,88.1,67.82,7.13,5.9,39.53,25.95,2,Stade Briochin 1-2 Concarneau,2026-04-24
Bourg-Péronnas,1.07,2.08,-1.01,1.07,1.23,-0.16,0.00,0.09,-0.09,1.07,1.32,-0.25,1,2,-1,0.01,33.40,25.59,37.72,0.34,1.38,76,6,9,13,26.47,9.42,14.58,1,5,9,1,16,35.0,13.87,103.27,73.98,16.5,10.94,0,Sochaux 2-1 Bourg-Péronnas,2026-04-24
Sochaux,2.08,1.07,1.01,1.23,1.07,0.16,0.09,0.00,0.09,1.32,1.07,0.25,2,1,1,-0.01,66.60,74.41,56.20,1.38,0.34,348,18,13,9,9.42,26.47,6.50,5,1,30,5,15,217.4,86.13,36.33,26.02,134.27,89.06,3,Sochaux 2-1 Bourg-Péronnas,2026-04-24
Villefranche,0.58,2.60,-2.02,0.58,2.38,-1.80,0.00,0.22,-0.22,0.58,2.60,-2.02,0,3,-3,-0.98,42.90,35.87,41.15,0.34,1.05,130,7,9,17,26.47,16.19,12.15,4,13,11,1,13,38.6,21.4,76.8,74.85,37.82,13.25,0,Caen 3-0 Villefranche,2026-04-24
Caen,2.60,0.58,2.02,2.38,0.58,1.80,0.22,0.00,0.22,2.60,0.58,2.02,3,0,3,0.98,57.10,64.13,47.20,1.05,0.34,245,19,17,9,16.19,26.47,6.40,13,4,17,9,21,141.8,78.6,25.8,25.15,247.7,86.75,3,Caen 3-0 Villefranche,2026-04-24
Quevilly-Rouen Métropole,2.05,0.52,1.53,2.05,0.39,1.66,0.00,0.13,-0.13,2.05,0.52,1.53,3,0,3,1.47,43.70,38.14,42.01,0.83,0.41,138,6,6,10,7.23,24.39,13.66,5,12,11,0,14,31.2,23.48,76.4,65.04,80.0,50.74,1,Orléans 0-3 Quevilly-Rouen Métropole,2026-04-24
Orléans,0.52,2.05,-1.53,0.39,2.05,-1.66,0.13,0.00,0.13,0.52,2.05,-1.53,0,3,-3,-1.47,56.30,61.86,48.03,0.41,0.83,264,10,10,6,24.39,7.23,10.57,12,5,30,7,9,101.7,76.52,41.07,34.96,77.67,49.26,3,Orléans 0-3 Quevilly-Rouen Métropole,2026-04-24
Versailles,2.28,1.93,0.35,1.19,1.93,-0.74,0.33,0.00,0.33,1.52,1.93,-0.41,2,2,0,-0.35,50.40,59.07,48.75,1.36,0.73,194,25,22,7,16.18,9.59,9.32,3,1,25,8,14,134.5,79.26,68.13,61.2,162.67,78.93,0,Le Puy Foot 2-2 Versailles,2026-04-24
Le Puy Foot,1.93,2.28,-0.35,1.93,1.19,0.74,0.00,0.33,-0.33,1.93,1.52,0.41,2,2,0,0.35,49.60,40.93,42.18,0.73,1.36,148,8,7,22,9.59,16.18,11.57,1,3,17,1,14,35.2,20.74,43.2,38.8,43.43,21.07,3,Le Puy Foot 2-2 Versailles,2026-04-24
Aubagne,1.26,4.07,-2.81,1.20,3.89,-2.69,0.06,0.18,-0.12,1.26,4.07,-2.81,1,3,-2,0.81,49.60,41.04,43.28,0.72,1.56,136,10,9,22,12.5,14.1,7.44,5,6,7,2,18,67.7,28.48,26.67,33.42,54.77,19.92,1,Rouen 3-1 Aubagne,2026-04-24
Rouen,4.07,1.26,2.81,3.89,1.20,2.69,0.18,0.06,0.12,4.07,1.26,2.81,3,1,2,-0.81,50.40,58.96,51.40,1.56,0.72,204,27,22,9,14.1,12.5,7.79,6,5,32,8,13,170.0,71.52,53.13,66.58,220.17,80.08,1,Rouen 3-1 Aubagne,2026-04-24
Fleury,1.00,0.34,0.66,0.89,0.26,0.63,0.11,0.09,0.02,1.00,0.34,0.66,2,0,2,1.34,48.30,46.24,45.61,0.64,0.3,195,8,10,5,15.62,16.67,7.58,6,2,15,7,20,72.1,52.67,55.27,56.2,99.37,78.34,1,Châteauroux 0-2 Fleury,2026-04-24
Châteauroux,0.34,1.00,-0.66,0.26,0.89,-0.63,0.09,0.11,-0.02,0.34,1.00,-0.66,0,2,-2,-1.34,51.70,53.76,46.57,0.3,0.64,192,3,5,10,16.67,15.62,10.08,2,6,18,3,15,64.8,47.33,43.07,43.8,27.47,21.66,0,Châteauroux 0-2 Fleury,2026-04-24
Paris 13 Atletico,2.25,2.32,-0.07,1.35,1.56,-0.21,0.14,0.00,0.14,1.49,1.56,-0.07,1,3,-2,-1.93,47.30,61.44,50.28,0.5,0.55,216,17,19,12,38.0,21.82,11.75,6,4,18,7,16,107.2,68.5,83.2,78.2,111.0,55.5,1,Villefranche 3-1 Paris 13 Atletico,2026-04-17
Villefranche,2.32,2.25,0.07,1.56,1.35,0.21,0.00,0.14,-0.14,1.56,1.49,0.07,3,1,2,1.93,52.70,38.56,39.12,0.55,0.5,133,10,12,19,21.82,38.0,11.57,4,6,8,3,5,49.3,31.5,23.2,21.8,88.99,44.5,0,Villefranche 3-1 Paris 13 Atletico,2026-04-17
Châteauroux,0.75,2.65,-1.90,0.75,2.31,-1.56,0.00,0.34,-0.34,0.75,2.65,-1.90,0,4,-4,-2.10,52.30,40.94,38.34,0.22,0.59,139,1,3,16,13.64,27.12,12.66,2,9,7,0,10,34.2,20.85,23.4,22.69,10.88,3.35,0,Versailles 4-0 Châteauroux,2026-04-17
Versailles,2.65,0.75,1.90,2.31,0.75,1.56,0.34,0.00,0.34,2.65,0.75,1.90,4,0,4,2.10,47.70,59.06,46.40,0.59,0.22,206,13,16,3,27.12,13.64,8.68,9,2,12,6,25,129.8,79.15,79.73,77.31,313.52,96.65,0,Versailles 4-0 Châteauroux,2026-04-17
Le Puy Foot,0.40,1.31,-0.91,0.38,1.31,-0.93,0.01,0.00,0.01,0.40,1.31,-0.91,0,0,0,0.91,51.60,52.99,41.14,0.49,0.57,179,12,6,11,12.24,19.3,14.26,4,3,19,6,14,68.7,55.4,34.2,36.26,60.2,45.29,1,Quevilly-Rouen Métropole 0-0 Le Puy Foot,2026-04-17
Quevilly-Rouen Métropole,1.31,0.40,0.91,1.31,0.38,0.93,0.00,0.01,-0.01,1.31,0.40,0.91,0,0,0,-0.91,48.40,47.01,41.35,0.57,0.49,176,7,11,6,19.3,12.24,12.72,3,4,14,2,17,55.3,44.6,60.13,63.74,72.73,54.71,1,Quevilly-Rouen Métropole 0-0 Le Puy Foot,2026-04-17
Valenciennes,0.91,2.82,-1.91,0.55,2.82,-2.27,0.36,0.00,0.36,0.91,2.82,-1.91,0,2,-2,-0.09,56.30,60.33,48.61,0.95,0.45,237,13,13,10,13.68,22.22,11.96,3,7,32,8,8,105.2,73.0,31.87,38.89,80.97,63.74,0,Fleury 2-0 Valenciennes,2026-04-17
Fleury,2.82,0.91,1.91,2.82,0.55,2.27,0.00,0.36,-0.36,2.82,0.91,1.91,2,0,2,0.09,43.70,39.67,43.63,0.45,0.95,142,7,10,13,22.22,13.68,11.39,7,3,6,2,13,38.9,27.0,50.07,61.11,46.07,36.26,0,Fleury 2-0 Valenciennes,2026-04-17
Caen,2.63,0.93,1.70,2.43,0.80,1.63,0.20,0.14,0.06,2.63,0.93,1.70,2,0,2,0.30,53.20,44.41,39.83,0.51,0.69,158,12,9,10,17.65,14.49,12.16,1,9,13,4,13,58.7,39.77,35.07,29.72,59.43,41.26,2,Bourg-Péronnas 0-2 Caen,2026-04-17
Bourg-Péronnas,0.93,2.63,-1.70,0.80,2.43,-1.63,0.14,0.20,-0.06,0.93,2.63,-1.70,0,2,-2,-0.30,46.80,55.59,47.01,0.69,0.51,187,8,10,9,14.49,17.65,10.68,9,1,19,4,13,88.9,60.23,82.93,70.28,84.6,58.74,0,Bourg-Péronnas 0-2 Caen,2026-04-17
Sochaux,1.31,1.27,0.04,0.98,1.27,-0.29,0.33,0.00,0.33,1.31,1.27,0.04,0,0,0,-0.04,38.60,40.14,44.33,0.64,1.09,122,15,12,10,18.75,9.17,11.46,5,7,20,6,11,59.1,38.2,72.8,87.36,83.9,59.07,0,Dijon 0-0 Sochaux,2026-04-17
Dijon,1.27,1.31,-0.04,1.27,0.98,0.29,0.00,0.33,-0.33,1.27,1.31,-0.04,0,0,0,0.04,61.40,59.86,46.33,1.09,0.64,216,11,10,12,9.17,18.75,6.76,7,5,19,3,12,95.6,61.8,10.53,12.64,58.13,40.93,6,Dijon 0-0 Sochaux,2026-04-17
Rouen,0.74,2.32,-1.58,0.65,1.78,-1.13,0.09,0.54,-0.45,0.74,2.32,-1.58,0,0,0,1.58,54.20,53.31,44.22,0.42,0.58,184,12,7,18,16.67,31.03,10.55,7,3,19,8,12,76.3,48.91,26.53,34.25,68.7,41.59,2,Concarneau 0-0 Rouen,2026-04-17
Concarneau,2.32,0.74,1.58,1.78,0.65,1.13,0.54,0.09,0.45,2.32,0.74,1.58,0,0,0,-1.58,45.80,46.69,45.96,0.58,0.42,162,17,18,7,31.03,16.67,16.44,3,7,13,4,10,79.7,51.09,50.93,65.75,96.5,58.41,2,Concarneau 0-0 Rouen,2026-04-17
Orléans,3.63,0.70,2.93,2.07,0.70,1.37,0.04,0.00,0.04,2.11,0.70,1.41,2,0,2,-0.93,60.70,72.15,52.35,1.29,0.46,264,17,22,8,17.05,17.39,6.42,11,4,18,5,12,220.1,91.86,19.6,28.68,204.83,87.16,1,Aubagne 0-2 Orléans,2026-04-17
