Date,Round,Match,Home,Away,CompetitionID,MatchID
2026-05-29,,OL Lyonnes 5-0 Paris FC,OL Lyonnes,Paris FC,2bqrpllc5x3it55paifyfa044,az5ac1r4oq891cdq5r1bjclck
2026-05-16,,Paris FC 1-0 PSG,Paris FC,PSG,2bqrpllc5x3it55paifyfa044,9qj00zxzbce1af72xxbblj2tw
2026-05-16,,OL Lyonnes 8-0 Nantes,OL Lyonnes,Nantes,2bqrpllc5x3it55paifyfa044,9pyyyfm83wyfmrzyjnlr04sno
2026-05-06,22.0,PSG 2-0 Strasbourg,PSG,Strasbourg,2bqrpllc5x3it55paifyfa044,7v8uv4ubpn9oct98iiyx0mhhw
2026-05-06,22.0,OL Lyonnes 3-1 Montpellier,OL Lyonnes,Montpellier,2bqrpllc5x3it55paifyfa044,7uwvq84szj58soi4xxcw51l3o
2026-05-06,22.0,Paris FC 6-2 Lens,Paris FC,Lens,2bqrpllc5x3it55paifyfa044,7ukyf5yhwalrgpwu5q8e7og0k
2026-05-06,22.0,Le Havre 3-3 Nantes,Le Havre,Nantes,2bqrpllc5x3it55paifyfa044,7u97wkmnlgxu08y8zjeway7tg
2026-05-06,22.0,Saint-Étienne 1-1 Fleury 91,Saint-Étienne,Fleury 91,2bqrpllc5x3it55paifyfa044,7txc2jolf08uasi4k66hhtxxw
2026-05-06,22.0,Olympique Marseille 0-1 Dijon,Olympique Marseille,Dijon,2bqrpllc5x3it55paifyfa044,7tlgsm24qzsqjvhxlxedhorh0
2026-04-29,21.0,Nantes 1-1 OL Lyonnes,Nantes,OL Lyonnes,2bqrpllc5x3it55paifyfa044,7t9jl7j6mtblg88mu0ebvzm6s
2026-04-25,21.0,Montpellier 1-0 Saint-Étienne,Montpellier,Saint-Étienne,2bqrpllc5x3it55paifyfa044,7sxnduaiup823doxjqs4e1mhg
2026-04-25,21.0,Lens 0-1 Olympique Marseille,Lens,Olympique Marseille,2bqrpllc5x3it55paifyfa044,7sk1nobzrd75k8wyv4dhe36l0
2026-04-25,21.0,Strasbourg 2-3 Le Havre,Strasbourg,Le Havre,2bqrpllc5x3it55paifyfa044,7s85jxglsjjpbygkm4hojhedw
2026-04-25,21.0,Fleury 91 0-2 PSG,Fleury 91,PSG,2bqrpllc5x3it55paifyfa044,7rwf27x9yxqdyrzvldd08vuvo
2026-04-25,21.0,Dijon 1-2 Paris FC,Dijon,Paris FC,2bqrpllc5x3it55paifyfa044,7rkows28f06blnui3cue38hlg
2026-04-22,20.0,Montpellier 0-2 Paris FC,Montpellier,Paris FC,2bqrpllc5x3it55paifyfa044,7qwnp8cj60lvq2ujh3jm0ox78
2026-04-22,20.0,Olympique Marseille 0-2 Nantes,Olympique Marseille,Nantes,2bqrpllc5x3it55paifyfa044,7qks7rj52bpvdd6qie3z172ms
2026-04-22,20.0,Le Havre 0-1 Lens,Le Havre,Lens,2bqrpllc5x3it55paifyfa044,7q8xcy7o0bkyhoct1l7zi8wt0
2026-04-22,20.0,Fleury 91 3-1 Strasbourg,Fleury 91,Strasbourg,2bqrpllc5x3it55paifyfa044,7pwxuap7v71s3krllasyy4pw4
2026-04-22,20.0,OL Lyonnes 4-0 Dijon,OL Lyonnes,Dijon,2bqrpllc5x3it55paifyfa044,7pl379blua2u1cqos78hurris
2026-04-22,20.0,PSG 2-0 Saint-Étienne,PSG,Saint-Étienne,2bqrpllc5x3it55paifyfa044,7r8vw2g9n7ju72eodv8liujv8
2026-03-28,19.0,Nantes 1-2 PSG,Nantes,PSG,2bqrpllc5x3it55paifyfa044,7p9a4ho8ay7e3hu2tx2cdg7bo
2026-03-28,19.0,Olympique Marseille 1-2 Montpellier,Olympique Marseille,Montpellier,2bqrpllc5x3it55paifyfa044,7olnqly7mxehq7cqph5s5zaqc
2026-03-28,19.0,Strasbourg 2-2 OL Lyonnes,Strasbourg,OL Lyonnes,2bqrpllc5x3it55paifyfa044,7oxhy7xenupe0n41lpge9b384
2026-03-28,19.0,Paris FC 2-1 Fleury 91,Paris FC,Fleury 91,2bqrpllc5x3it55paifyfa044,7nwg93r8pjg79nk276x55w45w
2026-03-28,19.0,Dijon 2-1 Le Havre,Dijon,Le Havre,2bqrpllc5x3it55paifyfa044,7nkhp7va6s8xwd2djtyyxuplg
2026-03-28,19.0,Saint-Étienne 2-1 Lens,Saint-Étienne,Lens,2bqrpllc5x3it55paifyfa044,7o8axlmgawrilwhevqhiyoaok
2026-03-22,18.0,Montpellier 2-3 PSG,Montpellier,PSG,2bqrpllc5x3it55paifyfa044,7mkvhdqkymy5gyqovhmxk7ml0
2026-03-22,18.0,Strasbourg 0-3 Nantes,Strasbourg,Nantes,2bqrpllc5x3it55paifyfa044,7mwk91ierhpv9bcd05ypxkjro
2026-03-22,18.0,Le Havre 2-2 Olympique Marseille,Le Havre,Olympique Marseille,2bqrpllc5x3it55paifyfa044,7m8umsa4cekcw72yar6tspxjo
2026-03-22,18.0,Lens 0-1 Dijon,Lens,Dijon,2bqrpllc5x3it55paifyfa044,7lkixijcigd1m41lv1iacrbbo
2026-03-21,18.0,Fleury 91 0-2 OL Lyonnes,Fleury 91,OL Lyonnes,2bqrpllc5x3it55paifyfa044,7lwhvshhuzpb7m9c24cmpa4gk
2026-03-21,18.0,Saint-Étienne 0-3 Paris FC,Saint-Étienne,Paris FC,2bqrpllc5x3it55paifyfa044,7n8ln0we7sl7845lrn4j9jl04
2026-03-11,17.0,Lens 2-1 Montpellier,Lens,Montpellier,2bqrpllc5x3it55paifyfa044,7kkqmsgnqetydjsv55jedzdw4
2026-03-11,17.0,Nantes 2-0 Fleury 91,Nantes,Fleury 91,2bqrpllc5x3it55paifyfa044,7jvjisyq7idh36b8ctmsgcums
2026-03-11,17.0,Dijon 2-0 Saint-Étienne,Dijon,Saint-Étienne,2bqrpllc5x3it55paifyfa044,7jjm0hetwt4oy7wz0kuge5edw
2026-03-11,17.0,Paris FC 3-0 Strasbourg,Paris FC,Strasbourg,2bqrpllc5x3it55paifyfa044,7l8msynawwp70o45kgs3iqdqs
2026-03-11,17.0,PSG 2-1 Olympique Marseille,PSG,Olympique Marseille,2bqrpllc5x3it55paifyfa044,7kwpg3tk8ffxwztto7y8yu1p0
2026-03-10,17.0,OL Lyonnes 3-0 Le Havre,OL Lyonnes,Le Havre,2bqrpllc5x3it55paifyfa044,7k8vuh6oy165u2ye2s3cq268k
2026-02-22,16.0,Le Havre 0-4 Paris FC,Le Havre,Paris FC,2bqrpllc5x3it55paifyfa044,7j7n4bf82ggrjm12it5jh1w5w
2026-02-21,16.0,Olympique Marseille 2-6 OL Lyonnes,Olympique Marseille,OL Lyonnes,2bqrpllc5x3it55paifyfa044,7i7y0wvjady47fehj8h9py0wk
2026-02-21,16.0,Nantes 2-2 Montpellier,Nantes,Montpellier,2bqrpllc5x3it55paifyfa044,7ijqcfgb254f6e8u7jn30dkpg
2026-02-21,16.0,Fleury 91 0-0 Dijon,Fleury 91,Dijon,2bqrpllc5x3it55paifyfa044,7hk5x96k4msthy15wkscq1dsk
2026-02-21,16.0,Saint-Étienne 0-2 Strasbourg,Saint-Étienne,Strasbourg,2bqrpllc5x3it55paifyfa044,7ivqnr16ukh5710loelyif95g
2026-02-20,16.0,PSG 3-0 Lens,PSG,Lens,2bqrpllc5x3it55paifyfa044,7hw3uk4rx8hhlq6d01yyu6o7o
2026-02-08,15.0,Strasbourg 2-4 Olympique Marseille,Strasbourg,Olympique Marseille,2bqrpllc5x3it55paifyfa044,7gkmh0idkeozbu1kxx80laz9w
2026-02-08,15.0,OL Lyonnes 4-0 Saint-Étienne,OL Lyonnes,Saint-Étienne,2bqrpllc5x3it55paifyfa044,7gwkbgm7hpq01tsdwv2835gk4
2026-02-07,15.0,Paris FC 0-3 PSG,Paris FC,PSG,2bqrpllc5x3it55paifyfa044,7h8bpf3h36kzjpqsum0s0my38
2026-02-07,15.0,Montpellier 1-2 Le Havre,Montpellier,Le Havre,2bqrpllc5x3it55paifyfa044,7g8vfoxmw7h6wtwbkowo45gd0
2026-02-07,15.0,Dijon 1-1 Nantes,Dijon,Nantes,2bqrpllc5x3it55paifyfa044,7fjlcynji6kxe2j5lht03t91w
2026-02-07,15.0,Lens 0-2 Fleury 91,Lens,Fleury 91,2bqrpllc5x3it55paifyfa044,7fx4rtpftx4ez446587lmuyvo
2026-02-01,14.0,PSG 0-1 OL Lyonnes,PSG,OL Lyonnes,2bqrpllc5x3it55paifyfa044,7f7pq2tfzyj25330hgxlug00k
2026-01-31,14.0,Nantes 2-2 Lens,Nantes,Lens,2bqrpllc5x3it55paifyfa044,7ejnew386hy1y0whtspluyyok
2026-01-31,14.0,Fleury 91 1-0 Montpellier,Fleury 91,Montpellier,2bqrpllc5x3it55paifyfa044,7du37wjyvchcjaxyakz516oes
2026-01-31,14.0,Strasbourg 0-3 Dijon,Strasbourg,Dijon,2bqrpllc5x3it55paifyfa044,7didaz39nov55al9jtubxw3dg
2026-01-31,14.0,Saint-Étienne 1-1 Le Havre,Saint-Étienne,Le Havre,2bqrpllc5x3it55paifyfa044,7e7uibu63jfqppmxkwmkss26s
2026-01-30,14.0,Olympique Marseille 0-3 Paris FC,Olympique Marseille,Paris FC,2bqrpllc5x3it55paifyfa044,7ew0t3nhqwuj93vmyo9uy52j8
2026-01-18,13.0,Paris FC 0-0 OL Lyonnes,Paris FC,OL Lyonnes,2bqrpllc5x3it55paifyfa044,7curt5wqyp0ndxe6hbtezo7bo
2026-01-17,13.0,Le Havre 0-4 PSG,Le Havre,PSG,2bqrpllc5x3it55paifyfa044,7c72pswfnwaugvg0iccx8rvv8
2026-01-17,13.0,Fleury 91 1-1 Olympique Marseille,Fleury 91,Olympique Marseille,2bqrpllc5x3it55paifyfa044,7bv1jtzkb4pu0l1qvz49ikmqc
